,Unnamed: 0,tweet,toxicity,toxicity_val
6935,6928,*sleepy hollow shows up on dash* me: i dont know what that is,0,0.25663838
6934,6959,RT @LeoDiCaprio: Solving the #climate crisis is not a question of politics. It is our moral obligation for the #100percent: http://t.co/eSY…,0,0.07793601
6933,6958,RT @WhiteBoyLaz: First we lost double then we got rich,0,0.2049707
6856,6871,"Dear @Harry_Styles i hope one day I can find a better way to tell you how much you mean to me. PLEASE follow me. i love  you 🌸🙈 x94,452",0,0.023446307
6871,7461,@tinyy_thomsonn @FionaMalcolmxo @beckymclafferty I'm so excited😂😂,0,0.03671902
6870,6868,@xTop_Notch yes yall do or I'll cry lol.,0,0.16218737
6868,6866,RT @dailyteenwords: A true friend who understands your troubles is far more valuable than a hundred friends who only show up for your succe…,0,0.08050506
6867,6865,*laptop ng battery ko* my bro so funny lol ^^,0,0.35900918
6866,6894,Air wrap bumpers are a hit! First time I've put her down in her cot and she's not screamed and has slept!!,0,0.15339299
6865,6893,Study shows a conscientious partner enhances work-life balance among other career-related and personal benefits.... http://t.co/gVAt1U5bIY,0,0.0584336
6864,6892,@SinaMeraji always a pleasure,0,0.03736665
6863,6848,@DaniMazin yes my precious one💛.,0,0.028158873
6862,6878,TaeTiSeo pose for The Celebrity http://t.co/BWyTRcWvbF,0,0.14884897
6861,6877,RT @Caspar_Lee: Breakfast is important. It's all about breaking that fast. http://t.co/vuFcVR3MRC,0,0.049788065
6860,6876,"@taylorcaniff Taylor, come to Brazil. You can live in my neighborhood. Haha love you. Te amo !!! 20",0,0.05179376
6859,6875,idc I'm listening to Christmas music and you can't stop me.,0,0.12055172
6858,6874,We Play: Patrick Hagenaar Ft. AMPM - L.O.V.E. (You Give The) (Ghosts Of Venice Remix) Listen to me-> http://t.co/lezkeOiVVe,0,0.08675478
6857,6872,RT @IamBigDiamond: @ZEIKONE_BCM NEW VIDEO!! Big Diamond - Back To Me (Official Video): http://t.co/VgJObTlQx3,0,0.041396208
6872,7462,Happy birthday to @mimsilicious xx mwahh xxx,0,0.051411066
6855,6870,@DevilishGrace There is a reason they are so far away from the camera.,0,0.063044265
6854,6869,"@Laposkii @one4biki @Jebba11 LOL, be nice to ladies",0,0.13591471
6853,7444,RT @waglenikhil: Coal chargesheet: flip-flop by CBI chief as Devendra Darda came visiting http://t.co/UNqCHRd43W via @sharethis,0,0.08164266
6852,7443,"RT @MattAkersten: Remember when our government aimed to make Australia kinder, smarter, cleaner? #LifeBeforeAbbott #auspol",0,0.08823137
6851,7442,Riders*,0,0.25196624
6848,7471,I just moved up to level 48 in #CSRRacing for iOS! You should check it out for FREE! http://t.co/VIgMQ8aGvc,0,0.048237335
6847,6834,@a_a_a_w_w_w_bot ( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...✌( `◟ 、),0,0.115814924
6846,6833,This kid. ❤ http://t.co/7g5z0hR90p,0,0.06235983
6845,6832,😂 can't even get water http://t.co/m7Xx2T8w4h,0,0.25282165
6844,6863,Now playing Drunken Chicken - - Track-4 on http://t.co/t2fOOpLO3H,0,0.3154456
6843,6862,@SmokeAlot15 yup. When you coming down here?.,0,0.05069074
6842,6861,Will Yahoo use Alibaba cash to buy AOL?,0,0.13998535
6841,6860,"@Rising_Fire11 ""Well, you've got enough time. You can go out."" He chuckled.",0,0.06218875
6887,6883,RT @JacobWhitesides: Start your own hashtag for where you live #jacobcometo(city/country) 🌍🌎🌏,0,0.03951394
6902,6897,"Hi Luke from 5SOS ☺ Can you follow me?  Please,this is my dream. You are perfect 💖   I love you sunshine ☀  @Luke5SOS  x5034",0,0.020896768
6900,6927,The changing of the seasons... #teamnls #summer #fall #seasons #postseason #redoctober #angelsbaseball #technology,0,0.06865546
6899,6926,@Jhoon_H so its possible!!!! lol some  of use text via twitter bra,0,0.23535214
6898,6925,@nadiango So... You'r alone ? :'(,0,0.07577011
6897,6924,My screen cracked all through my front cam😒,0,0.36990404
6896,6923,RT @DaniCallux: See awesome #GTAV pics taken by my friend on instagram. Check him out @ gtafiveonline. #GTAOnline #RockstarGames http://t.c…,0,0.043815468
6895,6891,Gotham first episode. Underwhelmed.,0,0.14676754
6894,6890,@niven_sam happy birthday princess😉👑💗💗💜,0,0.03250352
6893,6889,RT @enjoykingsheath: @andydhare @CafeVegOut  ohhh that looks delicious!,0,0.105579875
6891,6887,@katlynnx18 ok love,0,0.03865302
6890,6886,"RT @TonyEdenden: Leicester Races, 1988.  @filmdevelop  @RacingPost @BH_AEberhardt http://t.co/uH21eDLbWL",0,0.056147847
6889,6885,@ish_warlord 😔I was going to do v's clothes too but I think I'll just give him all the other hangers ! I got rid of the wire hangers,0,0.11417936
6888,6884,@ohsehnx Alr hun,0,0.13484132
6720,6747,"@jamesmccarthy2 Hi James, have you tried different wireless channels? http://t.co/T5jjWGTuaz Cheers, Em",0,0.029850576
6886,6882,Only room for improvement. - Exclusive,0,0.06192034
6885,6880,RT @Edytaxoxo: Hate when you think so highly of someone and they prove you wrong. Smhhh,0,0.3059215
6884,6911,@Johncoleman_4 like I really love him lol,0,0.09829288
6883,6910,Me at Baja in the Union! @OKStateProbs @18OKSTATE http://t.co/uYvLwhUFR2,0,0.060955334
6881,6908,"RT @flexingonhoes: we aren't friends, we just know each other",0,0.065871954
6880,6907,@caoyuanyan what about same-origin?,0,0.073498115
6879,7470,"Wat abt cubits lol ""@HanDsOmeFaLly: @damorela92 haaa.. Pele, forgot to.. HBD in (((areas))).""",0,0.17044535
6878,7469,"@ArianaGrande love u love u and still love you even more, you r perfect ❤️❤️❤️❤️",0,0.021987308
6877,7468,"RT @rsitsme: Garganey from TYF hide @rspbconwy this am but went out of view right of boardwalk screen. Greenshank, lots of snipe, 6+ Little…",0,0.08084011
6876,7467,"@aimcourses @LakeDistrictPR Very interesting, thanks for the link :)",0,0.02951729
6875,7465,"RT: Sometimes, the best way to not get your heart broken is to act like you don’t have one.",0,0.14908479
6874,7464,*shrugs* I don't though ohh well finna try and sleep now ✌👋,0,0.18368205
6873,7463,@jasonrondero happy birthday! 🎉,0,0.037301768
6561,6586,"When I turned 22, my life has seriously been nothing less than fantastic 😊",0,0.067849755
6575,6569,Crews work to clear debris from Shasta mudslide - The Sacramento Bee http://t.co/oJ8llRGl79,0,0.13129088
6574,6568,@MadisonForr actually came to see me😍😍,0,0.023171918
6573,6567,#MarkHenry in #RedWhtieAndBlue out here to say He is sorry this should get good he is really selling that he is out of it #RAW Shout up #JBL,0,0.098075904
6572,6566,Watching sister sister.!!,0,0.09469023
6571,6565,@n0rmsss always killin it. It's Flex Washington,0,0.2065091
6570,6563,RT @seth_norm: ATTENTION! This is not a drill. Tomorrow is the funeral of my car Bernice. Please pay respect to her. More info will be twee…,0,0.10048954
6569,6562,@katestratton3 @itsbygracealone Pray for God to break bondages.,0,0.07483272
6568,6561,Happy bday @bettttyclair 💙💙💙🎉,0,0.03535554
6567,6560,"RT @NaeDawgg_: @Young__Laflare yeahh✊ , its ahh lot😭",0,0.08841054
6566,6591,Outback Steakhouse sounds amazing for dinner right now.,0,0.17920162
6565,6590,That's why I stick to my babs,0,0.18179949
6564,6589,@coinabs @IsraelinIreland lies,0,0.29031053
6563,6588,@PrinceRoyce what you think about this emoji--> 👹 👀lml ?!?!?,0,0.07614627
6562,6587,RT @abbiedube: @Missa37 ayyy about a week ago,0,0.05286483
6576,6599,"He never stood a chance #shadows I just ran 5.82 km @ a 6'01""/km pace with Nike+. http://t.co/RXdC5O83kS #nikeplus http://t.co/EBSuGnWwcz",0,0.06390191
6560,6585,I like how the Hot Topic coupon has a girl wearing an MCR shirt. Bc that's what people look for when they go there http://t.co/2aVCkC5h6b,0,0.1306109
6559,7515,schools out,0,0.24054651
6558,7514,"Police monitoring school bus zones this Sept., noticing people running the bus' red lights #cbcns http://t.co/ggP0mOK48D",0,0.10334834
6557,7513,Earl Sweatshirt featuring Vince Staples & Casey Veggies - Hive http://t.co/exW49bgYaj and Brenda just stay preganent,0,0.11147908
6556,7512,RT @Trill_Life214: If you got a person that feel like they won the lottery by getting you Keep em I bet you anything theyll give you the be…,0,0.18005623
6555,7511,"“@collegefession: ""Sometimes it gets so bad you just have to write ""sorry"" at the bottom of your math test."" - Auburn Universty”",0,0.14746916
6554,7510,I love brett,0,0.14893079
6553,7509,Baby really got me in a good mood still,0,0.15670712
6552,6548,I really like Latta! Always have! Love to see him in DC,0,0.043478623
6551,6547,@Mrvl_Amora I knowww lol me too... his face make me laugh... like ever LOL,0,0.1590987
6550,6546,RT @__highoffpretty: I really want to move to ATL i say that alot. #OneDay,0,0.060456503
6549,6544,No matter what ill have his back forever,0,0.069201946
6548,6575,"RT @muchBEAUTY_: RT""@___vasyy: Must be nice 😥😩😍 http://t.co/BTsSLVn3MZ"" Wish I had someone to do this 👀",0,0.061138187
6590,6583,Forever sneak dissing 👐,0,0.34359172
6603,6623,RT @NeeneeK_: My momma told me not to question god just let em work 😕👐🙏,0,0.059808943
6602,6622,Defense went home?,0,0.167536
6601,6621,"“@_SheAintHer: sometimes it's good to cry, instead of holding everything inside and having evil thoughts.😶”",0,0.16914006
6600,6619,They got my home room wrong 😩 http://t.co/cWIelrrGJ7,0,0.25844756
6599,6618,@JAE_MILLZ Can u plz help us get our daughter to LA for the IMTA competion. Plz donate http://t.co/CF9F2QYvgr http://t.co/KPLAJRXinO,0,0.03890439
6598,6616,"“We will never know the real answer, before you try.” @RynChiBi",0,0.06305858
6597,6615,"I feel that Snapchat is for people with friends, which means I have no connection to it",0,0.23045735
6596,6613,RT @SaraLindberggg There is a merch table shirts are around $35!,0,0.03699477
6595,6612,@starinthegutter right I got ya... When we had assignments the considered those keys too so I just wondered,0,0.06872049
6594,6610,RT @VMakolli: Why Tf is everyone fighting over this AGAIN we're all one school and one big family Smh,0,0.3527193
6593,6609,completed his food and exercise diary for 9/22/2014 and was under his calorie goal #myfitnesspal,0,0.075239845
6592,6608,“@jaredgivens_4: My girlfriend is so beautiful 😍😍😍@kesler_23” ☺️,0,0.03689622
6591,6584,@CullenBrofratrk well this isn't fair. You wouldn't ever say no to Mila Kunis!,0,0.08061312
6547,6574,End of 2. Hawks up 5-0,0,0.14168453
6589,6582,"DYNAMIC, CREATIVE TALENT SEEKING CAREER  https://t.co/wFqUIUwGii",0,0.08232912
6588,6581,RT @AshtonBard: I'm done fighting to keep people in my life that couldn't care less if they were in it or not anyway,0,0.085529484
6587,6580,RT @PJHawkinson: Thanks for the fav @CatAMenz,0,0.030146625
6586,6579,"RT @CloydRivers: ISIS has won the coin toss and they have elected to receive. Here comes the red, white and boom. Merica.",0,0.10156343
6585,6578,Greek life is getting hit hard this semester,0,0.33338076
6584,6577,when you're not lonely anymore >>>>>>>>>> x5,0,0.118727736
6583,6576,"RT @MLBFanCave: In honor of his performance tonight, here's @JoeyBats19 crushing balls at the driving range. https://t.co/kazZTf8d72",0,0.17182101
6582,6607,RT @khvlen: Every girl loves to be hugged like this.. http://t.co/kcjO2Yatvo,0,0.08071646
6581,6606,@BoricuaXD it's amazing book like it's my favorite as of now 😭😭😭,0,0.027555048
6580,6605,“@AnnSilski: Officially fall 🍂🍃🍂 😁”,0,0.044232886
6579,6604,"There is a 'smart' phone that makes you smarter, more productive and saves your time http://t.co/OvBIV4b9f0 #design",0,0.068568334
6578,6601,Lots of things are changing back home. I feel out of the loop lol,0,0.11112656
6577,6600,@makaylahayes3 @rgruver16 hey guys I've had mine off since April 😏,0,0.049217314
6502,6524,RT @DominiqueDaDiva: 😩 wait wtf does that say EXERAY?,0,0.32473883
6518,6535,"RT @NHLBlackhawks: And now, a phrase you will be hearing *lots* in 2014-15: Jonathan Toews with the goal! #TCF2014",0,0.050674453
6517,6534,RT @taylorcaniff: RT if you would go if we all got back together...,0,0.034628388
6516,6533,RT @WVUStudents: Fall greetings from Georgetown 4C with the third year roomies @natealderson @trav_king (that's a festive fall leaf) http:/…,0,0.039857183
6514,6528,So happy my best friend called me . I missed him,0,0.06812482
6513,6559,RT @NBCNews: Alaska reporter drops on-air F-bomb to announce she's quitting to focus on legalizing pot http://t.co/YqGs7M5dpZ http://t.co/R…,0,0.29284847
6512,6558,Deleting this acct because I forgot my password. 😒 follow my new one @amystasny,0,0.16152133
6510,6501,"""Am I wasting my time, come closer, can you tell me, 'cause people keep telling me, keep telling me, people tell me you're a lost soul""",0,0.27952367
6509,6500,RT @Michael5SOS: Why is cinnamon chewing gum a thing? Just make it watermelon plz,0,0.13216116
6508,6499,I dont feel good 😔,0,0.20530435
6507,6498,RT @_KamilaMaria: When the taxi arrives and you haven't finished your drink yet http://t.co/dUJa0735oQ,0,0.09073995
6506,6496,Alot to say.,0,0.24750236
6505,6527,@GraffitiDragon NOPEEE,0,0.16015835
6504,6526,"Did Teiarra tattoo say ""X ray""? 😳",0,0.102980964
6503,6525,RT @SidneyLynnRay: Got my hurr cut http://t.co/Yx7qez8OaW,0,0.109708704
6519,6536,@BBCNewsWorld Always At War. Getting A Bore.,0,0.1999535
6501,6522,@BlackPearlMoi @Gabriellesse @sheshehard This parody was written by @Alatenumo It is so dam true.  https://t.co/b5TRHqFGBU,0,0.26279974
6500,6521,RT @Brooklyn_North: This Saturday Chuchill Park Hamilton races start 10 am 1/2/3k lets build some toilets http://t.co/xCBcKkVB17 http://t.c…,0,0.21736997
6499,6520,@LunaCKitsuen so I guess every night before you go to sleep you thank God for being an angel 👼,0,0.07210624
6498,6519,RT @sabedor1a: Your name is on my lips,0,0.08190211
6497,6518,Inching our way toward opening!!! Let's hope all of the fears are laid to rest and all of the community... http://t.co/2pCT9WXBdk,0,0.05691613
6496,6517,My MCM you guys 😍😎💙 #myboy http://t.co/Gcydzncqz1,0,0.029920777
6495,6487,@xaviercrump when are you coming again nig nog,0,0.139074
6494,6486,RT @Jmelendez1: Yeaaaa buddy #nyjets #tailgate #football #americababy! http://t.co/VUodD8mr3O,0,0.0849524
6493,6485,"RT @Males_Thoughts: All these nudes leaking, but the Krabby Patty formula is still safe",0,0.36683246
6492,6484,@NezrohOGK kinda harsh don't you think,0,0.23332044
6491,6483,RT @MarshaAmbrosius: “@JoeBudden: That @MarshaAmbrosius “So Good” is still getting it done over here.” You're welcome ❤️,0,0.02406629
6490,6482,@Basedddddd I was till they let my boy go,0,0.12343386
6489,6481,@saturrrday Yeah mine does that too. I'm so done with this 👿,0,0.120378286
6533,7489,culture should be treated with the same respect as religion.,0,0.20162347
6546,6573,RT @awkwardposts: Me waiting for this school year to be over http://t.co/4z0sfmF5co,0,0.06828924
6545,6572,"They say time is money, but really it's not. If we ever go broke girl, then time is all we got",0,0.2671057
6544,6570,@samsmithworld your voice is out of this world! amazing itunes festival performance!,0,0.046383187
6543,6557,"I'm also bout it, so.",0,0.23516558
6542,6556,RT @lopezl1620: I just registered to vote in less than 5 minutes -- make sure you do too! #CelebrateNVRD https://t.co/8jVLJbxV0V,0,0.03158181
6541,6554,"“@BrockLesnarGuy: And after 2 long months I'll be attending #Raw and #Smackdown next week! Get ready, Chicago and Milwaukee!” See u soon !",0,0.052424
6540,6553,"@PRETTYAKILA Naw I'm missing to many days , you going?",0,0.09948998
6539,6552,RT @addburl: grace is almost as cool as penguins. 😘 http://t.co/KpQpM80owJ,0,0.08156066
6538,6550,My mama is about be a grandma👵 guys! 😂😂😂 35 year old grandma! 4 more months to go😩😥👶,0,0.25284043
6537,6549,I just commented on my own instagram picture,0,0.19385241
6536,7492,"@RT_com Isn't that convenient for more control laws?... Hm, how many false flags will follow?",0,0.14237046
6535,7491,"I want him AF! 😻🙆 ""@Nomvuyo_Lokwe: Ugh that hot thing ♥♥,) @_King_Shadi_: Kevins nude is back on my TL :')""",0,0.32529533
6534,7490,RT @BJPLucknowBJP: PAC deployed after #CowSlaughter in Lucknow @brajeshlive @HDLindiaOrg @NaMoChaiParty http://t.co/6KPfryu7DB,0,0.1310478
6604,6592,"@sorryimtori_ yeah, lol i know. Thats what the colleges really want to see.",0,0.073744334
6532,7488,RT @itzruj: It's not the future you're afraid of. It's repeating the past that makes you anxious.,0,0.1091669
6531,7519,"RT @RT_com: O, bomber! Obama bombs 7th country in 6 years http://t.co/jVDIfKyN1w http://t.co/NE7yfNjB1z",0,0.36697373
6530,7518,"I'm addicted to Trivia From The Walking Dead! Try it, it's FREE. http://t.co/M6CkixWLS2",0,0.17028569
6529,7517,Cherrybelle - Brand New Day At InboxSCTV 230914 - https://t.co/TxKm5sBmgy Cc : @FellyChiBi,0,0.059538085
6528,7516,"RT @sandybeales: The smallest show on the tour this year, but one of the most fun. Thanks Tulsa, great crowd :)",0,0.029528711
6527,6516,@kyrsten__nicole do u wana square up now or later,0,0.08448189
6526,6512,@Taylor_1D_5SOS CAN YOU RT THIS LINK PLEASE HELP ME TO WIN A MAGAZINE IT WOULD MEAN A LOT 😭 https://t.co/BO2laeFSgx,0,0.035710435
6525,6543,@_pecoliaa_ @young_hoopa_22 I'm so scared 😳😂,0,0.10777793
6524,6542,RT @xMostDOPE: When you get that one text message ... 😍😏😜😘🙊💬 http://t.co/ODCEAElvc9,0,0.03799048
6523,6541,@makk_bott it's the truth,0,0.06786933
6522,6540,Blessed that i have the mother i do 🙏,0,0.04800458
6521,6539,"Very very sloppy and poor play for the Rangers tonight, thank god it's only pre season",0,0.28248763
6520,6537,@jreulbach @bkdidact @JustinAion @Trianglemancsd I see teh date and time stamp.  I was in class at that time. Have I been hacked?,0,0.13972555
6677,6693,RT @krungy21: 8.🚶____ 🙍 Go away  9.👇👫 Stay together 10.👼✌️u Good to you  11.💇💄🙇 Pretty boy 12.🙍💔🔪 It hurts,0,0.120363526
6691,7457,Tonight turned out great,0,0.12103696
6690,7456,Happy 18th Birthday @mindy_ngui !🎂 May you sail through all the obstacles and challenges to success… http://t.co/zjS2sGflIw,0,0.030795552
6689,7487,RT @VoiceKidsUpdate: RT if you want to be Darren's Bouncer. BOUNCER FOR DARREN.,0,0.04581209
6688,7485,@3AWisfootball the place is falling apart !!,0,0.3445021
6687,6673,@lidiahaha @Wentanaa oh idk she told my mom shes leaving on sat.,0,0.089406036
6686,6672,Missin my childhood. Thome was one of my favorites!! http://t.co/HRMKjXVwJB,0,0.07349448
6685,6703,tuts tuts,0,0.36835563
6684,6701,"@JeriLRyan tempted by the promise of a follow.All can offer is cute animals,funny kid stories and pictures of my artwork.And a crochet hook!",0,0.0710169
6683,6700,RT @Baby_Karels: I just wanna know.,0,0.08366872
6682,6699,Like blunts like why is @MayaMarieBabyy my bestfriend 💗💗💗,0,0.3544289
6681,6698,@RatchetJesusJC thank you for educating me,0,0.038347814
6680,6697,@saraaaahb_ watch it 😈,0,0.04980991
6679,6695,8❤  ilysm and omg we have gotten so close in the past year in English and it was so fun lol we had the best time😂❤❤ and that kid u r with(;,0,0.03670578
6678,6694,@prollyturnt iont know man I think my hands getting bigger lol,0,0.3003353
6692,7458,@astral_cars Knew you'd go for the sneeze tweet. #sneezetweet,0,0.22838753
6676,6691,"RT @SaraDiazD: MIS SENIORS 14, MI PROM 💛🔱 http://t.co/JUc5niA201",0,0.065094456
6675,6690,Literally just woke up from a nap... There goes my sleeping pattern ✌️ #notenoughhoursinaday,0,0.12077138
6674,6689,RT @JillHallMP: When Abbott talks about education it is more proof that he says one thing before election and another thing after it #auspo…,0,0.102937214
6672,6719,RT @zaynmalik: this album is INCREDIBLE ... All the things you do... autumn leaves,0,0.02815523
6671,6660,nail arts for you #nail #nails #nailart http://t.co/WdGCcrCP34,0,0.120909445
6670,6659,"@KishorR1970 Journey of My Life."" Which is nearly with my 25-35 Selected Poems & Lyrics Dedicated to All Poetry,Lyrics,Creative Writings",0,0.05330013
6669,6658,"So I guess I have a #regularbeerjoint cuz the guy behind the counter was like, I know you, so he didn't need my ID #couldbeaproblem",0,0.12711543
6668,6656,I have to pee but the lights are off,0,0.3660878
6667,6686,@Naee_Invincible you know me too good 😏😂,0,0.060251337
6666,6685,@Stan_jack45 they say u only gt day classes cause at night u leave campus!👿,0,0.088540904
6665,6684,@SportsNTheatre You should believe it. All of my tweets are real life happenings. Which is kind of sad if you read my tweets.,0,0.16770394
6664,6683,Lose at home to a team that lost to the Bills weeeee,0,0.27563974
6663,6682,RT @TooUnstoppable: I hope y'all know what tomorrow is 👀,0,0.040597383
6706,6735,"College dee is 1 part sleep deprivation, 2 parts hair and 3 parts not knowing how to dress myself http://t.co/F13tGn5Q26",0,0.36990717
6719,7484,Air oooh airr,0,0.20872898
6718,7483,"Louisville men’s soccer dominates Duke, 5-0 – The Courier - http://t.co/wEZ33wgjY0 http://t.co/r43P6TgY9l",0,0.11762093
6717,7482,"RT @TheGRAMMYs: FIRST LISTEN: Exclusive debut of ""Papaoutai"" from Pentatonix's forthcoming album http://t.co/OXcbjxwZ5H http://t.co/BsKIgN4…",0,0.05145841
6716,7481,I want to meet myself from someone else’s point of view.,0,0.08743985
6715,7480,RT @Qwellys: @Alkibiad @lshisa yeeesssss))) they are funny girls) respecto)))),0,0.2094866
6714,7479,@2MuchPorno @naughtywifeUK love to do this to you x,0,0.035857365
6713,7478,@riotersbloc and so on and so forth,0,0.07007652
6712,7477,"Hey beauty @ArianaGrande how are you?i hope you okay:) if you read this please make my dream come true,follow me please.i love you x18",0,0.019319937
6711,6708,Wait she unrted......oh well.......,0,0.18864687
6710,6707,@ar0drigu3z it's a thing here. And it's funny.,0,0.22621217
6709,6706,RT @SGBATMAN04: I want somebody that only want me😒,0,0.14679779
6708,6705,"RT @hankschulman: Romo/Machi six up, six down, hitters 2-7 in the #dodgers lineup. Can’t be more clutch than that. #SFGiants",0,0.13442586
6707,6704,“@HisSilviaBieber: He just playing tennis not even trying but he looks so perfect 😍😍😍 #EMABiggestFansJustinBieber http://t.co/CrvnPRwKW2”,0,0.04346969
6662,6681,"WOULD LOVE A SIGNED CD SO MUCH SMALLZY, ED IS MY LIFE ❤️ #EdSheeranAndSmallzy x9",0,0.045914397
6705,6734,RT @TebogoDitshego: Africa shouldn't rely only on exporting raw materials without domestic beneficiation. We need to process raw materials …,0,0.08581104
6704,6733,"RT @Heissarcastic: Top 5 Friendzone phrases 1. ""You're like a brother to me"" 2. ""Lol you're so funny"" 3. ""Bestie"" 4. ""Awwww thank you"" 5. ""…",0,0.06763246
6703,6718,excuse me how come in pokémon a dozen children went missing and every1 was like oh yeah there's some children missing oh well we'll find em,0,0.19409993
6702,6717,Workin on my day off 😐,0,0.26332235
6701,6716,@sweaterbadass you actually did but it's top secret so don't tell anyone,0,0.0732169
6700,6715,The bigger person... Allllllrighty then. 😒,0,0.3176837
6699,6714,@ShesTypicalGirl Thanks for the follow! Have a Blessed day! #LightLoveLaughter #Gratitude #Blessings #Hugs Eph6:10-18 #C2P2,0,0.031128423
6698,6713,I got tickets for the 16th for horror nights!,0,0.16687874
6697,6712,soulja boy 😴RT @ez_there: What beef does K Michelle have now?,0,0.25381482
6696,6711,"RT @thefactguide: Don't feel sad over someone who gave up on you, feel sorry for them because they gave up on someone who would have never …",0,0.10835634
6695,6710,RT @CatPornx: He likes to keep his feet warm with his tail .~ ` . http://t.co/WndhR272Ds,0,0.14387618
6694,6709,@LucyYaOfficial hahaha that's crazy how beautiful you are *O* ♥,0,0.040914968
6693,7460,W.C.K.D. is good!,0,0.06090603
6618,6633,Can't even trust family anymore,0,0.17937663
6633,6628,So thankful for friends like @Ashley_Snipes01 to share devotions and what's been laid on our hearts with one another. I'd be lost w/o you!,0,0.032383133
6632,6627,RT @Baby_Rance: You ever look at someone and can't help but smile,0,0.037583534
6631,6626,http://t.co/kFIQAyh5C7 Log on now to read the full article #MayweatherPromotions #aleetboxing… http://t.co/lccHAWuGxu,0,0.04953037
6630,6625,@jayeforte  that is good 😍 and it's better than Taco Bell☺️,0,0.11531345
6629,6655,@CarolynW2012 I like the idea of Dracula being a good guy/anti-hero.,0,0.10812749
6628,6654,RT @marybrancaleon: crying bc 20 years😭🆘 http://t.co/hVLoIwHKwO,0,0.10120001
6627,6653,😘🏈🙌- you're going D1 .. Better ?,0,0.036665026
6626,6651,Make these at your next #Halloween party. http://t.co/iZwUAa3p9w,0,0.12689383
6624,6649,RT @nevaDuplicated_: love my mother in law ♥,0,0.034960717
6623,6638,“@alexisbelon: There’s a difference between somebody who wants you and somebody who would do anything to keep you. Remember that.”,0,0.033707622
6622,6637,"“@VthaGawd: 😂😂😂😂 ""@DueceIZWild: RT @jaredjayj: Dunk session 😂😂 https://t.co/MLAayfTgno""”😂😂😩😂😂",0,0.06967465
6621,6636,@bi0nca love meeeee,0,0.040443577
6620,6635,RT @MexiChavez: That honestly made me pretty mad.,0,0.35883406
6619,6634,Guys every Monday at work we have a snack attack. Like they give the entire building snacks. All 900 of us ❤️,0,0.28705308
6634,7493,http://t.co/5QfuAY74dc http://t.co/2VvMt64s7O http://t.co/kSCrWzDczW I want to make it the way I want. I know I have to,0,0.055901382
6617,6631,@tony_they_say omg noooo 😂😂😂😂,0,0.09205079
6616,6630,@_kushoo1 I am ^-^,0,0.028461957
6615,6629,@iHaveNoSleep hell yeah we are 😎😏,0,0.21400823
6614,7476,RT @ArianaGrande: back in la to support my bro at the big brother finale tomorrow. just no words. seeing @frankiejgrande for the 1st time i…,0,0.044614386
6613,7475,The Flair FC team that started v No Corruption FC in Rwamagana http://t.co/jCG8KP4WyG,0,0.15479486
6612,7474,"Naps are tricky, you either wake up refreshed and relaxed, or you have a headache, dry throat, and no idea what year you’re in.  #MalumeMzee",0,0.18924809
6611,7473,Everyone please help jungkook cause he's been abused with love  by his lovely hyungs http://t.co/iPwesEH1KD,0,0.2830765
6610,7503,"Dear Food, You're my sweetest downfall. 🍟🍕🍔🍝🍧🍟🍕🍔🍝🍧",0,0.061886672
6609,7502,"@gb0la Thank you! Yeah, it has been a while. Trust you're good. God bless!",0,0.021030357
6608,7501,RT @DjCageUk: Time To Hit Up Couple Local Artist n Let Them No About This Radio Cypher Taking Place October 👌,0,0.09451686
6607,6597,RT @RRON_: My favorite animal http://t.co/vxHHsVa38I,0,0.1043354
6606,6595,@WayStyles I can't deal.,0,0.15729819
6605,6593,@AaronCarpenter Can you follow me?? ILYSM 😍♥💜#FollowMeAaron #FollowMeAaron X3,0,0.021417296
6648,6670,"RT @NinaByzantina: After BBC, thanks FT for using the #Donetsk flag thinking these are ""anti-#Putin"" protesters. @NinaByzantina  #Russia ht…",0,0.09740151
6661,6680,RT @bernardokath: Copy-Kath is extended! I'd love to see your entries! Check iWant Stars for Kathryn app for details!… http://t.co/Hb48hLcr…,0,0.029088553
6660,6679,“@tahj806: Your bae material😍😍😍” thanks i know💁,0,0.08031714
6659,6678,"RT @souljaboy: ""Hot pocket"" 💩🙊",0,0.24341163
6658,6677,@kaitt_875 very true😂,0,0.05645773
6657,6675,You was right.,0,0.14697772
6656,6674,A free glass of Indian wine with dinner. Vinsura Chenin Blanc white wine or Vinsura Shiraz red wine.,0,0.14217852
6655,6648,@gennhaver oh god that looks amazing and now I might have to try and make my own,0,0.13456047
6654,6646,RT @baihansonn: I refuse to hate anyone anymore. You're either worth my time or you're invisible to me,0,0.26923957
6653,6645,"✪ #djkingassassin Celebs to Dance to Their Favorite Jams on Monday's ""Dancing with the Stars"": T... http://t.co/RbAKcAYPt9 #teamassassin",0,0.06375018
6652,6644,@byronsimon__  7th woods?,0,0.066355556
6651,6643,goodnightt .,0,0.18172587
6650,6642,"“@Nettaaaaaaaa: strange fruit, hangin. from the poplar trees.” Those are bats",0,0.2709096
6649,6641,I don't take enough advantage of living near nyc 😑,0,0.26622707
6960,6981,@CapgunTom You have skin?,0,0.055031367
6647,6669,RT @Freako_j3: Hoodie season on its way,0,0.05538156
6646,6668,That's always time for something,0,0.08448151
