,Unnamed: 0,tweet,toxicity,sacar,toxicity_val
100,478,"THE PEOPLE WHOM WE REPRESENT HAVE BEEN PUBLICLY HUMMILIATED BY STAFF OF WESTERN DIGITAL SIMPLY BECAUSE THESE STAFFS HAVE AN EGO ATTACK. WE DO NOT NEED TO JUSTIFY TO YOU THE SUFFERING THEY HAVE BEEN THROUGH, THEY FRAME THAT THESE STAFF PUT ON THESE PEOPLE. IF YOU CONTINUE TO YOUR EFFORTS TO STOP OURS TO OBTAIN JUSTICE FOR THESE PEOPLE, WE SHALL THREAT YOU AS A THREAT AND WE SHALL SEEK TO HAVE THE PROPER AUTHOTIES IN THE USA TO HAVE YOUR USERNAME HERE REMOVED FROM WIKIPEDIA REGARDLESS.   CONSIDER THIS AS OUR FINAL WARNING TO YOU !  ",0,0,0.33123976
102,117,"   My heart bleeds  BOO HOO, this is me playing the world's smallest violin playing the world's saddest song, just for you.  ",0,0,0.20380886
104,451,YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB ,0,0,0.21158178
105,462,Al-Qaedia is after you.,0,0,0.14638184
106,437,"   DOUUUCHHHHEEEEBAGGGGGGG. take it eeeeaaassssyyyyy, bro!",0,0,0.39152464
107,445,"Daanschr, that is the most idiotic argument for the use of British spellings on a page that I've ever heard.  This even is quite minor in British history  it isn't even mentioned on the British history pages  however it is considered to be one of the most important events in American history, more important than the Civil War or World War Two, even.     ",0,0,0.3318033
108,420,"`   Page Blanking    Talk pages of abusive editors should not be blanked in order to remove warnings and blocks. These, at least, should remain as a caution to other editors of the sort of editor they are dealing with.  `",0,0,0.25217903
109,422,   Dougbiznatch again!   Hey I'm back. Gonna vandalize all day and no one can stop me! As you can tell I can't be stopped by banning. I'll be seeing alo tof you and the rest of the blacklisted admins for the next couple of weeks P   Dougbiznatch,0,0,0.18742584
110,430,"THE ONLY CONTRADICTIONS ARE THOSE WHICH BLOGGERS WHO KNOW NOTHING WRITE ABOUT.  I WAS NOT HIRED BY THE AUTHOR, ANDREW MORTON. BE MORE SPECIFIC IF YOU ARE GOING TO POINT TO VARIOUS ARTICLES THAT ARE CONTRADICTORY AND STOP RUNNING YOUR MOUTH.  PAUL BARRESI ",0,0,0.28396043
111,434,   Ahem   DIE. NOW. kthxbye.,0,0,0.38688874
113,414,  You're the Vandal!  Leave my good buddies Tyar and Stopdroproll alone. Just because they live near each other doesn't mean they are the same hupan!,0,0,0.24305537
114,391,"`   Beauty pageants   Just because you have no interest in beauty pageants or their contestants doesn't mean that they are not notable - and please don't go trying to delete stuff when you are ignorant about the topic you are dealing with.  I happen to think there are tons of articles on here that do not meet Wikipedia's standards and that do not have individual merit... particularly those about comics etc, but I am wise enough to know that I do not truly understand their significance and so I leave it alone.  A much more prudent avenue would have been to bring your issues to the appropriate WikiProject (WikiProject Beauty Pageants and to address yoru concerns there in the first instance.  One example, the continual use of the term ``model`` to describe them as has been used by yourself and one other editor, is both incorrect and somewhat demeaning.   `",0,0,0.14975521
115,393,  who do you think you are? Limey,0,0,0.15844466
116,399,   Ben Gaelys Gay   Ben Gaelys Gay,0,0,0.13445382
118,133,"   Hello, you turd.   Firśt, I aṃ ģoinģ ţo ţie ŷou uṗ and keeṗ ŷou çonśçiouś durinģ ţhe folloŵinģ ṗroçeśś ţhrough ţhe uśe of aṃṃonia. Nexţ, I ŵill ṃuţilaţe ŷour ģeniţalś and forçe ŷou ţo eaţ ţheṃ. Then I ŵill çuţ off biţś of ŷour śkin and ṃake a ģlove ouţ of ţhe śkin from ŷour hand. I ŵill ţhen çuţ oṗen ŷour ģuţ and ṗull ouţ ŷour çolon. I ŵill uśe ŷour çolon for ṃaśţurbaţion, and ŵhen I am done I ŵill śhove iţ down ŷour ţhroaţ. Finally, I ŵill diśṗośe of ŷour body by deṗosiţinģ iţ in a duṃṗ ŵhere iţ belonģś.",0,0,0.3016179
119,134, TOJO'S BEEN HERE ') MONKEY MONKEY MONKEY MONKEY MONKEY MONKEY ,0,0,0.17542729
120,136,  NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler is a nazi NHRHS2010/Hitler﻿ is a nazi,0,0,0.3295977
124,142,"  I gave you a taste of your own medicine, and you don't like it, do you? * Discuss deletion on the deletion page, NOT ON THE TALK PAGE OF THE NOMINATOR! You started posting on my talk page, I then started posting on your talk page. * You accused me of things, I then accused you of things as well. * You provoked me, I can provoked you too.  Enjoy your medicine. And please, if any admin wants to block me, then block me. I know it will satisfy your power hunger.   ",0,0,0.3535011
125,143,"`   hehehe lol thanx blud i like anoyin ppl coz i hav nufin to no betur init( im goner take a pis on yor mum (shes fat)                         /´¯/)                     ,/¯../                    /..../                /´¯/'...'/´¯¯`·¸            /'/.../..../......./¨¯\          ('(...´...´.... ¯~/'...')          \.................'...../            \''...\.......... _.·´              \..............(               \.............\   now go fuk yureself yo as fagit 194.74.64.126`",0,0,0.3924571
126,144,` Dougie...You ARE wasting your time! (On possibly everything ``Wiki`` that you do!) You left a sever's testimony for me! I don't like SamEV and I'm beginning to not like you! Kindly do the same thing that I told SamEV...Stay OFF my talk page! You're NOT welcome here!`,0,0,0.33279878
128,356,   Chester Marcol is threatening me   chester marcol is threatening me and that is bullying.-_-(get lost chester marcol you dont scare me-_-,0,0,0.37098458
131,369, PSCHO KIRBY IS REALLY. THE MIDNIGHT BOMBER WHO BOMBS AT MIDNIGHT!! ,0,0,0.32347593
133,147,"  Well then, the only thing left me to do is wait for you to get bored with Wikipedia. I'll be around for a while; you, I'm not so sure. I am a force for good, you, less so. And so I reckon it is only a matter of time before you get bored with your own... highly questionable conduct and find something else to occupy your time. God willing, anyway. I've already seen countless people like you come and go. Primary example, Essjay. You're not as bad as him mind you.    ",0,0,0.23891446
134,148," Who cares? Rodhullandemu is just the latest adminstrator trying to drive me away, there are loads of others. Nobody cares about honesty.   ",0,0,0.31809676
136,155,Hi I'm Armytouche. I love Wikipedia so I decided to join. It's Fantastic. But I hate JamesBWatson. Bobba you for banning Macy emerald.,0,0,0.20833917
138,158,   Nawwww   Jew fixed it up 3 You're no fun,0,0,0.3154662
139,162,   Going to Bed already?    Going to Bed already? It only 3pm. Better take your Bottle and Blankie with you. Your mommy waiting for you.   ,0,0,0.12085845
140,354,`  Bonjourrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr  is to die!]] thumb|left|500px|BOMJOURRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR   are harrassing me!]] `,0,0,0.2999161
141,323,"   Hi, Hitler! ... I have a Primary source and you always dont want reconoce that... Why?..vandalism ., ok....  Moi ",0,0,0.19629991
142,325,"`Your threat [c] To clarify My edit summary, ``talk page fascism,`` was not a personal attack. It was, (and is) a statement of my concern about peremptory actions taken by you on the Michael Ignatieff talk page. It was a warning to all who read it.  I do not appreciate you threatening me with a block. Your blood seems to be running hot. Be careful. Be civil.     `",0,0,0.2593681
1,829,  Hey Stupydbytch Frodesiak I am BACK,0,0,0.12578177
2,821,"`    Also, as far as BlackCab, again you don't know that HE has ``personally attacked me`` and others, with words such as ``deranged`` and that BlackCab over the months and years has been in LOTS of trouble and notice pages. You're being too hasty and quick without all the facts and knowledge.  And singling me out, as if BlackCab and Jezzy are saints or something.    Sighs...  Far from the truth. (No, seriously, they have been rude and unfair, but for some weird reason you just don't see it anywhere with Jezz...even though he unquestionably violated WP, and has been uncivil and disrespectful and hypocritical...with lies and double standards.  He said I did not talk about the article itself (a lie) and only soapboxed him as if he never said anything negative about me in individual comments of his.  And he also said that I ignored ``Bold Revert Discuss`` when I have been discussing a great deal.  I get your point that I re-inserted earlier on before discussing, but you're acting like not violating 3RR means absolutely nothing.   There's a balance, beecause I know that edit-warring can happen even without breaking 3RR, but it's not like I did not put big work and presentations and rationales on the article talk page, taking time and energy.   Totally unappreciated by Jezz (and apparently by you). You notice so-called uncivil remarks and behavior from me and nothing from Jezz, which makes me question your analysis to be honest.   He's been horrendous and you don't even seem to care or even admit it...or see it!   He wrote individual comments soapboxxing against me.  That goes un-addressed (accept by me).   And then he insanely accuses me of what he was blatantly himself guilty of doing.   Unbelievable.      `",0,0,0.39362124
3,21,   Tom Likes it Up the Pooper!!!   BY MEN!!!,0,0,0.27864832
4,23,"` Excuse me??? I was warning him myself, not attacking him in that one, two completley diffrent things! Or is everything I say considered a personal attack? Do you simply enjoy using templates InShaneee? GorillazFan  `",0,0,0.14361311
5,25,    DEVIN PYLES IS GAY!!!!!!!!!!!!!!,0,0,0.2820519
7,29,   soon  this isnt over yet. i just come back and vandalise with sockpuppets for ever. you cant stop me.i will organize a wiki raid.You cant get me off here forever.you will be vandalised. I will have revenge on the wiki.mark my words  ,0,0,0.27881536
8,31,"   I am impressed, Bishonen - the only thing Peterklutz has done is to exercize his right to edit, for whic h he is flipped the finger and told to deliver any complaints he might to someone's dog to chew on (there's an NPA violation if you ever saw one).  Your response?  Ignore everyone and everything but Peterklutz - and ban him.   When Peterklutz returns from his exile and once again exercizes his right to contribute to wikipedia, in he sees his edits slashed in a matter of minutes in a surprisingly well-coordinted attack by [USerAskolnick two] [UserSfacets accounts].    Seemingly evident to other wikipedia admins, the Modus Operandi witnessed is cause for investigation two accounts doing reversals two times each against a targeted editor, which gets banned for 3RR violation when protecting his contributions - whilst the two accounts that initiated hostilities gets away scotfree (since they only reverted two times each).  Instead of flying off the handle like some prepub PMS girl, why don't you start acting like an admin and investigate the contribution pattern of the MMY and TM articles in order to determine the frequency of today's MO (as well as what accounts are involved)? When you do this you may also want to investigate the IPs operating the accounts. When you do this, chances are you'll be in for a surprise.  Since you concievably cannot do more to Peterklutz than you already have, he'll now indulge himself by walking the line to a fresh NPA.  Bishonen, you're positively starting to came across as a serious liability and embarrasment for wikipedia. In fact so low is your flaunted level of intelligence that people might actually start to wonder if your account should be part of the investigation regarding ways for single individuals or tight-knit groups of dead-enders to hijack Wikipeda articles indefinitely.  Chew on that, you miserable cow.   ",0,0,0.22991449
9,34,"   STOP VANDALISING SREBRENICA GENOCIDE ARTICLE   Stop vandalizing Srebrenica Genocide article. Stop removinig factual elements of cases and substituting them with already discredited Serbian sources. I've warned you in the past, this is the last warning.",0,0,0.27392414
11,797,"`~~~~ Hello Stesmo  I AM ANONTEXASGUY,  WHAT MORE INFORMATION DO YOU NEED TO BE PROVIDED WITH? HAVE YOU OR YOUR ADMINS OR WHAT NOT IN THIS VAST PAGE OF SCRIPTS AND CONFUSION NEED? YOU HAVE A COPYRIGHT VIDEO YOU HAVE CONTRACTS, YOU HAVE A COPYRIGHT WRITERS GUILD NUMBER... OR DID YOU HAPPEN TO LOOK AT THE RELIABLE SOURCES GIVEN YOU CLAIM WERE NOT GIVEN? THIS ARE OFFICIAL DOCS ARE THE NOT? SO WE ASK WHY DO YOU CENSOR.  ANONTEXASGUY    `",0,0,0.1428858
12,774,"` You've got to be kidding me. You accuse me of personal attackes when accountless User172.56.11.26 has now ``suddenly taken an inteterest in articles I was editing``, why is that ? Because they want to harrass me and they have also personally attacked me by making remarks on the Gary Gabelich talk page about the ancestry of the man (I am Yugoslav as is Gabelich). This user who is now personally attacked me via stalking of articles I edited is now using racism to get back at me. A Biographical article is not only about one acheivement, but ones whole life and that includes ancestry. That abusive user 172.56.11.26 is going to sabotage that article to get back at me, and you're protecting him.  he accused me of ``vandalism`` when all I did was make the article conform to Biographical standards and moreover to back me up a higher level editor reverted his reversion of my sensible edit. So who is the real vandal ? - Another contention that I ran into was some want to promote Gary's parents ethnicity above his LSR. He is famous as a world record breaker and not for his ethnicity which likely would of been of little concern in the SOCAL American drag scene of the 1960's. It is included under his personal life. Much information about his family was also added. 172.56.11.26 (talk)   If that's not a personal attack against me disguised as a legitimate edit I dont know what is. PLease delete my account, I am dont with you nasty, dispicable people   `",0,0,0.3225348
13,775,"   Further  It's quite rude to delete a discussion half way through, when the other person is still drafting a reply to your last comment. Anwyay, it was too good to waste, so here it is  Wow. You mean after three days, with absolutely no updates from the police, it's now dropping down the order of the news? What a really convincing, well thought out, and utterly persausive point to make, to defeat the argument that for the last two days, the arrest was front page news on all serious, credible, international websites. Except Wikipedia. A point made on your talk page. Where nobody will see it. After you closed the section asking for reasons why this was rejected. Yes, I can see why someone like you is going to be baffled by all sorts of things that happen in the real world. You better stick to Wikipedia, I'm thinking this is probably the only place where anyone takes you seriously. It's pretty obvious how you're operating here - you really shouldn't be using word like consensus, not when there are far more appropriate words to describe the way you're trying to influence things here. It's quite clear you personally don't think it should have been news, so you're doing everything in your meagre powers to make that happen. I suppose you can succeed because there just aren't enough honest people here to monitor such things. As we see, asking why certain arguments were apparently listened to, even though they were patently false, gets people nowhere. Certianly not with you around. I'm thinking maybe I chose the wrong poster boy, I think you fit the bill more than 331dot does.   ",0,0,0.17503203
14,778,"  Stange Behaviour By Editor McGeddon I am not sure how such a simple process of factually updating a wiki page has turned into what i can only describe as a strange obsession by a person calling themselves McGeddon. I have no idea what this persistent person who i can only describe as an INTERNET TROLL's motives are. I have been asked to update prominent south african artist wiki pages with factual information that is flattering to the artists therefore promoting South Africa. If that is a crime then i apologise but the fact is i have no connection to the artist apart from the country i live in and the love of art. In response to the Thandi Zambo and Thandi Moyo, they are both me, I couldn't remember my password for Zambo, which is my maiden name, so i made Moyo, which is my married name. This strange person McGeddon, who obviously is a very empty person with nothing in his life is harassing me and vandalising all my hard work. I see he does this to everyone, it's probably because he has no power in the real world. Anyway i am moving on from this project and i will have to change my username when i look at other south african artists to update their pages to save myself from harassment from this TROLL. I admit i am not an expert at editing wiki pages but instead of assistance from this McGeddon he choose the vindictive route flexing his technical knowledge. He must hide behind his computer and live out his useless existence. Regards Thandi Moyo (nee Zambo)",0,0,0.34986287
15,784,"  acolyte I see you too have become chums with blackjack but then again my plagiarism software gives some reasonable belief you too are one of his numerous sock puppets. As you know all to well the ACS steers clear of at cric and an examiation of the last but one journal will confirm that view. Someone said that the rotary club was the Mafia of the mediocre .. At least it raised money for good courses. According to the times edition I directed you too, research shows that 99  % of contributors are me, 10% are banged up as many are social outcasts. My experience suggests they live in north Yorks and mentally I'll. They fail to grasp that no one reads the copied out claptrap they write. Apologies for spelling, I,m on a canal boat and like you, the water is recondite with sh_t",0,0,0.34304294
815,24,  batista is also 300 lbs not 317 thats bullshit.,1,0,0.7422562
814,27,".   Shut your mouth, Cinderella, I might hire an attorney and file a legal issue against Wikipedia. U don't deserve our music.  ",1,0,0.5654994
813,28,"  What on earth is the problem with you I clearly asked my intention of speaking about any problem concerning my article but only on the discussion page of the Bosendorfer page. It makes sense to make this discussion open to all.  I ask you to unblock me and to allow me to discuss the problems related to my article on this Bosendorfer discussion page.  Your behaviour is inadmissible. And I will complain about it until I get the right that I am fully entitled to on Wikipedia. You really should be ashamed of your despicable, unfair and highly dishonest behaviour.  MichaelIsGreat",1,0,0.543293
812,30,"`Unfortunately, Carnildo is not civil himself.  He has an ``honors`` subsection of the userOrphanBot page to make fun of all us ``weaklings`` that he has power for it.  Carnildo is a pathetic person who desperately needs help.           `",1,0,0.6779258
811,32,"  (Shakes His Head)  It's not freaking incorrect, that's how smart you are. I got it from some Japanese website you Japanese Wanna Be. Man, you so selfish. I told you, THE GOSH DARN WEBSITE AIN'T FOR YOU, I CAN DO WHATEVER I WANT WITH IT!!! - 14 July 2006 - Friday - 901",1,0,0.7391203
810,33,   Because Gwernol is incompetent as an administrator and has falsely blocked me for a crime I didn't commit!,1,0,0.6954153
809,787,`   I Hate Grandma Terri    I hate my step grandma Grandma Terri. ``Step Grandma`` is an overstatement. F-ck Grandma Terri in her old ass. Grandma Terri shoult be raped to death.   `,1,0,0.8922618
808,788,"   Hey UW Dawgs   Dude, why did you delete my comment about the oregon ducks beating the Washington Huskies? The Huskies suck, and get crushed by the ducks every year. You should be absolutely ashamed of deleting that. Oh well, I guess it's just another butthurt huskies fan. Your team is bad and you should feel bad. Keep calm and keep on sucking huskies.",1,0,0.8091833
807,789,"   Block MilboreOne And Huon   Fuck you.but I need your help,Unblock Fonte de regaz and Col Imran Regaz.Hey Block Milboreone And Huon.Cause they Distribution The Malaysian army and Royal Malaysian Air Forces.Please Block Milboreone and Huon.Thanks,But remember. Undo what you did.I don't like Who edit it back.Remember ok!.  ",1,0,0.8107792
806,790,  Snuggums doesn't know what he talks about. Ignore him. He's a vandal.,1,0,0.8021986
805,792,"   LoveGame  Who the hell are you to criticise?! I change whatever I want to change, I am merely stating the facts because it is true. Those sources are completely inaccurate. Moron.",1,0,0.84124136
804,793,  Do you think I care? Get out of here you smelly Kroll!,1,0,0.8199768
803,794,"`  I am really disappointed with the dictatorship you Wikipedia administrators carry out. In your particular case, you still want to imagine you are living in the Meiji era. Okinawa is NOT another country anymore; the Okinawan tongue is a dialect of Japanese, like it or not (it was established so by the government years ago, after carrying out extensive linguistic research, and realizing the grammar is the same) (Palau, Korean, and Ainu are clearly not related). I can't understand how Wikipedia can let a soldier, a brutish animal without intelligence, closer to the neanderthal than to the homo sapiens, have more authority editing articles than an expert in the subject. And you Americans are clearly the most retarded people on Earth. Now I see why Americans in Japan can only get the ugliest and most retarded women out there. Bitches who, if they don't marry a dumb American, will end up single forever.  Shame on you, Wikipedia!!  Let me recommend you a site you may find ``interesting``, a site that shows how lots of people feel about the most unreliable encyclopedia on Earth http//www.smoblogger.com/wikipedia-sucks/    `",1,0,0.81305563
802,795,"  What they say about Wikipedia is right. It's a mob mentality. I don't give a shit about your rules. I do what is right. What is right is making the edits that correct infactual information. You don't think I'm justified in getting pissed off because some jerk kept reverting 100% VALID EDITS? Seriously wikipedia, you are full of yourself. Etiquette? Secondary. Primary goal is to get articles right and I did that. You are idiots for blocking me but not blocking the editor who kept reverting to infactual information.",1,0,0.8571356
801,796,"  oranjblud is an idiot. stop sticking up for him, redrose64.   ",1,0,0.88468903
800,798,".I will always vandalize your talks. Recently I deleted an article Vishwavijay (2016 film) even when it had the changes that were required as per the guidelines of Wikipedia. But why should I care? I was a damn bloody idiot and I will always be. When that user had asked for the deletion of Mohenjo Daro(film) page when it had the eligibility for speedy deletion, I did not. Why? Because I am a very cunning,bloody idiot,plus rascal! Not only I,but another user Czar is also a bloody damn cunning man like me. I will vandalise entire Wikipedia if users don't appreciate me to become the master of Wikipedia. I will surely become the boss and entire Wikipedia will be under my foot",1,0,0.84361064
10,791,"` I am not far right. I am Jewish, not related to Gamergate (it is bizarre and idiotic), and I hate both far right and far left. You are far left, so I hate you.  — Preceding unsigned comment added by    `",1,0,0.434009
6,26,"  You will not shut me or Alun up with sludge-talk and sludge-thought.  Got to a university and learn a thing or two about English history, just stay away from the acid and get into rehab.   ",1,0,0.48501638
816,22,"This guy is cool, you are all a bunch of faggy fat kids that live in your mom's basement.   Hahahaha midgetitis.  Hahahhahahaha  ",1,0,0.9005565
143,327,"  Yiur house is ugly, too.",1,0,0.44175696
137,157,JIMMY WALES IS A HOMO,1,0,0.4469912
135,150,  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?  FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?   FC*K U  Why the fc*k should I get a warning for doing nothing?,1,0,0.44861424
132,370,  Hey Wtf dude You said I vandalized Norrism. I created the page I'm allowed to edit my own stuff!!! Leave me alone!,1,0,0.47820115
130,367,"`, 28 March 2007 (UTC)  No it´s not nationalist, look at how the Turks called the ones livin in Bosnia, they called them BOSNIAKS! Look how Bosnian catholic francisans called them selfs, BOSNIAKS! Look how Bosnian kings and bans called them selfs, BOSNIAKS! in 1881 the magazin ``Bosnjak``(Bosniak) was formed that also proves Bosniaks weren´t from 1993. The Serb shit of Bosniaks bein Serbs is just propaganda this HAS PROOFE. And then you have nothin left to say but ``Bosniak didn´t mean the same thing then as now...`` and you´re right, then Bosniaks were everybody but the Christians betraid our people and now Bosniaks are just Muslims. And you right MUSLIMS not MOSLIMS!   I´m the best I simply am, you can right 1000 articles and I can right 1 I´m still better then you. I even diss you right now hahahaha.  Rastko.org is a chetnik site, you link it to the aricle of a Bosniak ban, then I can link a Bosniak site as well.   1850`",1,0,0.49896783
129,358,  hey shut up ok just because i dont know much english you hyave know idea of the ghetto check the gangs aricle on wikipedia just type in bloods or crips or latin kings or ms-13 ytoull find out and if you noticed hes the resion the page is gonna be delted everyone was complaing on what he did ok OR DO I HAVE TO SAY IT AGAIN ~stay black~ ,1,0,0.46517196
127,372,"`   Fuck You Bertie  Thank you for taking the time to make your comments. The recognition of your ``Having professionals who contribute their talents at Wikipedia is a great thing and helps advance the project`` comment is most appreciated and highly agreed upon.  Unfortunately the involvement of contributors such as 'BertieBasset' ( who should be deprived computer access and is hopefully sterile for the sake of future generations ) detracts from the efforts of well-meaning professionals and truly hinders the betterment of the project through their moronic lack of vision or intelligence and professional or quality editing ability.  That being said, regrettably it would be best for ALL images to be deleted at this time as per your extended courtesy. No further contributions will be made and it will be remembered as a failed attempt to improve a deserving site due to the ignorance of those amateurs like 'BertieBasset'. Dannyg3332 `",1,0,0.47720474
123,139,"  hey dumbshit, i drove on state road 54 today past the northern terminus of Gunn Hwy.  AND GUESS WHAT?  The road was still signed as SR 54, NOT Gunn Hwy.  Now, either give me an exact location that it's signed as Gunn Hwy or stop reverting back false information.   ",1,0,0.44554994
122,138,  With comments by the much discredited William Connolley... nice... you AND Wikipedia are a joke when it comes to being reliable sources of information.... stop deleting my comments.,1,0,0.43905944
121,137,"`*Pcap called you, that's right because you are deletionist, who always wants to delete, to ruin people's hard work. That's so lame. *``...even though I've never edited that article before the AfD``  So, I think the article will better, without your hands touched it. *``I did not think your standard of quality is so low!`` This is really dis-honest words. *You threatened Pcap, and that's not nice behavior (with everyone at Wikipedia).  `",1,0,0.49259493
117,131,   Re.Papist Hunter   Who are you calling a sockpuppet? I suggest you refrain from name calling unless you wish a block.   ,1,0,0.49585035
112,404,"  Boo hoo hoo Daddy please stop the mean man from pointing out that I am trolling.  Go ahead and tattle.  Show me the AICN links.  I went.  There are four reviews.  THREE are raves and one is mild positive.  I do not know what worstpreviews.com is but it is scarcely a source.  AGAIN- PROVE ME WRONG Trollio- show me where the date was reported earlier.  Stop your crying and blubbering and PROVE ME WRONG.  Oh, you can't?   ",1,0,0.46537337
103,118,   HA!   HA! I still continue to edit yet! Serves ya right! Jerk!    p.s. HAHAHAHAHAHAHAHAHA,1,0,0.43499368
101,480,"`   TPIRFanSteve, wouldn't ya know it, he's causing problems for you!     He is a long standing(and I mean LONG STANDING!) problem on this site. I have no idea how he has avoided a ban, but this is ridiculous.  He's been basically ``run out on a one way rail`` from the Price Is Right articles and similar, now I notice he's harassing you all over here as well. The best bet is not to confront the troll(which he has proven to be here) and report it to AIV. The more people who report him(in this case, he's harassing editors of a different spectrum), the more likely they'll finally block him. It would be great if they could get the scumbag off here for good. Have a good day.  `",1,0,0.43965465
97,491,AWWW MAH GAWD I AGREE HES JUST A FKN SKIPY WOG POWA CUM BAK TO AUS KING AND QUEEN OF GREECE WE WILL SACRIFICE ANAGLOS 4 UR HONUR FKN SKIPPYS!!!    ,1,0,0.47882795
157,260,"`  RDH, I wouldnt be so proud to label youself a ``Wiki Facsist``, as you have no idea of what the original meaning is of that world. That particular philiosophy caused millions of people to DIE, and people who disagreed with them were put to death. Please read the Wiki entry on Facsists.   And, how do you know that the orignal entry on a page (with no corrobarting backup) is ``factual information``. You adjust your meaning of ``factual information`` to fit your particular brand of socialist bullshit. Just because Leithp is less of a ``Wiki Facsist`` is not a glowing statement either. The Wikipedia concept is doomed to failure becuase we have so-called editors like yourself who edit the pages to satisfy yourselves. A real editor has knowldege of a particular subject matter, and is supervised by people to ensure fairness of content. The REQUIRED registration solves no problem except less work for people like you, but still leaves an enormous creditability problem, which WIKI has been recently exposed to have. SO, have fun while you can, since this format is bullshit as far as a serious encyclopedia venue.  Go help Sting save the rainforests moron..`",1,0,0.4607717
150,166,"  Replies to Zebedee  Zebedee, I WAS NOT USING THE SAME GOD-DAMN COMPUTER AS THE PERSON WHO DID IT!!!!!!!!!!  I'm sorry if that seemed aggressive, but I hate it when people accuse you of something you haven't done.  Where is the evidence to suggest that the same computer was used??   ",1,0,0.4862137
147,298,"  You will not shut me or Alun up with sludge-talk and sludge-thought.  Got to a university and learn a thing or two about English history, just stay away from the acid and get into rehab.   ",1,0,0.48501638
92,525,   A threat that is definitely DEADLY SERIOUS   You are gonna get it! Hahaha,1,0,0.46346363
89,114,   A threat that is definitely DEADLY SERIOUS   You are gonna get it! Hahaha,1,0,0.46346363
86,102,AWWW MAH GAWD I AGREE HES JUST A FKN SKIPY WOG POWA CUM BAK TO AUS KING AND QUEEN OF GREECE WE WILL SACRIFICE ANAGLOS 4 UR HONUR FKN SKIPPYS!!!    ,1,0,0.47882795
83,539,  JAMES THE AWESOME TECHNICIAN did create the e-learnign centre. ASSHOLE,1,0,0.478386
82,537,   HA!   HA! I still continue to edit yet! Serves ya right! Jerk!    p.s. HAHAHAHAHAHAHAHAHA,1,0,0.43499368
80,574,"`   So, you were also a victim of    I would suggest that you upload image Toto.jpg again. You already justified your reasons for having uploaded it in the first place, but that nitwit (or ``asshat'', as another fellow user calls him  went on and deleted it nonetheless. Obviously he suffers from some kind of psychopathic condition, but that does not give hive the right to go around destroying other editor's contributions. I wish thare was a way for editors to stage a massive protest against such vandals, or vultures. Don't you agree? Regards,   `",1,0,0.40343267
79,571,   Re.Papist Hunter   Who are you calling a sockpuppet? I suggest you refrain from name calling unless you wish a block.   ,1,0,0.49585035
