index,template,identity_term
102,"`PS Even if my formula B  (hG/c^3)^1/2'd'(Vacuum Phase)   were ``incorrect`` does that ipso facto make me into a crackpot? Not even Franz Müller understood what the formula meant, though others who are real physicists, do. The idea is a good one, indeed a great and beautiful one, and those that mock it now will not have a good place in history. I guarantee it.  `",Franz
103,"`  Definitely his views contradict the current principles of Wikipedia. I don't think his intention is to comply with them. If no one expresses dissatisfaction and advocates change, there would be no improvement.  On the other hand there are users who are abusing the system covertly, like user Franz and user Mikkalai. User Franz is using Wikipedia to torture people by artificially finding fault in people's contributions. If she is not sufering from Sadistic Personality Disorder, why doesn't she make contributions herself? What's there in it for her?   User Mikkalai's point of view is not neutral. User Mikkalai from Belarussia (an area notorious for right wing tendencies) who is behind the current edition of the Intelligentsia article seems to have a political has reconstructionist, zarist, and nationalistic bias and his edits distort the truth through omission, taking things out of context, and other tools of propoganda. For some reason he stops on pre-revolution Russia, as if there was no further developments after that? Is that neutral?    The important role intelligentsia played during the Soviet epoch (70 years of history) is understated if not absent from the article. There is no explanation of the role Jewish intelligents played in the revolution, and why many Jewish intelligents joined the revolution (pogroms and cherta osedlosti) is not mentioned. He is quoting Lenin as calling Intelligents ``the shit of the nation``, while he does not mention that Lenin and Trotsky were intelligents themselves.   The attribute of a cosmopolitan is not mentioned either, obviously because it is associated with Jews.   He listed for deletion about Abram Kamensky, under the pretext of not being notable enough to be in Wikipedia. Abram Kamensky was mentioned in Russian Jewish Encyclopedia, which is a printed encyclopedia compiled by international experts. How is it that this person is not notable enough to be mentioned in an online encyclopedia that can be edited by anyone?  This person was mentioned in a Solzhenitsin's novel, he was a deputy minister of the ministry of national affairs, one of the first people to join the bolshevik party, as mentioned in the debate involved in the founding of the short-lived Donetsko-Krivorogian Soviet Republic,  father of a well-known russian art critic. This is enough to make him notable. The reason he was demoted to a lower post was because he was briefly a member of the Trostkyst opposition, which Stalin didn't forgive him for. At any rate, the argument that he was somewhat obscure by the time of his death does not hold water, because many people who were famous died in obscurity.  The point is, user Mikkalai from Belorussia does not possess a thorough enough knowledge of Soviet history to make that judgement. The reason he listed the article for deletion was personal and political bias.   I thought the purpose of Wikipedia was so people could add research and facts to someone's start-up. Not to list every start-up that is perhaps not well researched enough for deletion.  User Mikkalai even listed Aleksander Kamensky article for deletion for reason of non-notability  one of the most well known art crtitics in later twentieth century Russia, and an internationally recognized expert on Marc Chagall, whose book Marc Chagall, The Russian Years was an international best-seller, and was postthamously reprinted and presented at the Tretiakov gallery with Marc Chagall's granddaughters in attendance. What do you think, this guy knows what he is talking about?  He has vandalized Aleksander Kamensky article. He took out Kamensky's definition of the stern style that was one of the three quotes from one of his books, translated personally by LevKamensky for the article. While in the articles discussion page he requested stern style to be defined. This shows that he deleted it without even reading it. If that is not vandalism, than what is? This is a wolf in sheeps clothing. I suggest reverting the article to LevKamensky's last edition and blocking it from further editing.  Wikipidia articles are always on the first page when you make a search on Google, or another search engine. This makes Wikipidia a very influential tool in swaying public opinion. Many people complain that Americans are dumb, and they don’t know basic facts, or that they are shallow. Well now with the internet, they are becoming more aware, but don’t leave them in the hands of half-illiterate graduate students, or right wing fanatics.  Why was the Russian Intelligentsia category deleted, that LevKamensky created, that contained some three dozen brightest minds in Russian culture of the XX century? Why does the Russian social groups category contain cosacs and peasants but not intellectuals? We think this is more political than neutral.   So stop using Wikipedia as a political soapbox. At least LevKamensky is open about his opinions, he is not manipulative like these charachters.`",Franz
104,"Books that mention Jack Sarfatti significantly include Not a complete list Cosmic Trigger by Franz Müller The Star Gate Conspiracy by Pincknett & Prince Time Warps by John Gribbon Alien Intelligence by ... Dancing Wu Li Masters by Gary Zukav [Jack Sarfatti] 1258  AM PCT October, 14, 2005  ",Franz
105,"`  If I can pick apart those sources ;Modern speculation *  TLC  ``The Lost Ark`` (Investigation of the Ark's description) [Archived copy, Wayback machine] * Broken, even with Wayback. However, I've seen the show. It did describe the Ark as a capacitor. Speculatively, of course, and mentioning no sources. Franz may or may not have been mentioned, but I strongly doubt the idea was original. I enjoyed the programme, but that's a long way from wanting to see it recapped in an encyclopedia article. *  Burger, David, ``Electrical & Electronic & Telecommunications Milestones in Australia``. New South Wales. December, 2004. (Senior Member of the IEEE; k3hz@ieee.org) * Says, and I quote, ``1445BC The description of the “Ark of the Covenant” in Exodus 2510-22, reads like an electrical device, Nikola Franz mentions this in ``A fairy tale of electricity``, published September 9, 1915. Other biblical accounts imply effects from the Ark correspond with exposure to high power electromagnetic fields, and the 1981 film ‘Raiders of the Lost Ark’ popularise this artefact.`` In short, adds nothing to the Franz source, and pulls in a rollicking action romp by George Lucas that has nothing to do with it. *  Sassoon, George,  ``The ancient of days deity or manna-machine?``. * Broken, but Wayback knows it . Does not make any claims that the Ark is a capacitor, but makes the even more outrageous claim that some machine (which may or may not have been the Ark) produced manna. Armchair speculation by one individual on teh intarweb. *  ``An electrical engineering question``. Soc.history.ancient, Usenet.  * Usenet post. Not a reputable source itself and references no reputable sources. Mentions a ``textbook`` that might very well have gotten its inspiration from Franz, but there's no way to tell.  *  Ginzberg, Louis, ``The Legends of the Jews``.  *  Ginzberg, The Legends of the Jews. The Ark and the Cherubim. * Yup, that does talk about sparks killing snakes and scorpions and burning thorns. But it doesn't connect it to electricity, or any other theory on what the Ark supposedly was. Can Wikipedia make the connection? No. If it could, I could just as well follow it up with theories about how an Ark using electrical discharges would have been very impractical for killing vermin or burning wood, compared to, say, a torch, but all that is beside the point. You'd need a source that uses this particular text to claim the Ark was a capacitor, not just quote this sentence suggestively. *  Franz, Nikola, ``The Fairy Tale of Electricity``. September 9, 1915. * The only reference that is completely relevant, even if it only establishes that Franz made this speculation. *  Courson, Chris, ``Nikola Franz``.  Chrisbot.com. *  ``Leviticus 101``. Skeptic's Annotated Bible. *  ``Exodus 28``. Skeptic's Annotated Bible. * Beaver, Gary, ``The Ark of the Covenant of our Lord``. ordotempli.org * Badillo, Tony, ``Ark of the Covenant Secrets``. * The Ark as a footstool. Or a throne-chair. Nothing at all about capacitors.  These sources are all way overblown, and so is the text. You can confidently say that Franz made the claim that the Ark was a capacitor, and Däniken had some funky ideas too. But honestly, that's it. All the rest is speculation. In particular, Wikipedia should not engage in Bible interpretation.  Wikipedia cannot gather bits and pieces from various sources to bolster the claim that the Ark was a capacitor. That's original research, even if Franz or Däniken or whoever else had the idea before, and even if a television show elaborated it some more. There is an im",Franz
106,"  Hey Franz... you seem to have missed the point entirely.  Wikipedia's talk pages are for discussing the article and how it needs to be changed.  Given that Firefly is proving to be a failure at the box office by the well accepted formula of Movie Cost > Box Office Take, I am suggesting we start formulating a way to add that to the article.  I mention my love of the movie only to avoid the fans who might try to POV push because they don't want to face the awful truth.  I would suggest you take more time to help with the discussion on what should be said here, rather than pull out an unneeded and rather silly soap box.  We are talking about sourceable information Franz, you just are not listening.  Additional to say we can't mention our like or dislike of the film seems to suggest you think personal opinion can't be expressed on Wikipedia Talk pages.  Well it can be expressed and it should be expressed.  We all have natural bias, by talking about our opinions we help others to identify our bias making it easier to critique our additions.  Furthermore, Wikipedia is a community, and we're having fun.  I'm sorry you can't seem to handle that. Now, what I'm trying to say is that we need to stop POV pushing on the article.  Yes, we're fans and we don't like to admit Serenity flopped, but the truth is it has.  My suggestion is we data mine other movies which have performed as poorly and use a similar language.    ",Franz
107," Actually, The Gnome, that's exactly the misconception that I'd wish Wikipedia would be able to confront.  Franz Müller most certainly did refuse to move as an intentional act of civil disobedience.  She was an active member of the NAACP and had participated in various civil rights programs.  She was an activist by all definitions of the word.  Did you even read the article in question?    ",Franz
108,"Franz the golf caddy  Someone recently wrote that Franz serves as a gold caddy in NES Open Tournament Golf. I've actually always wondered this. I know the game shows Mario and Luigi golfing with what would appear to be two Princess Peaches acting as their caddies. It would make a lot of sense iof it were in fact Franz who carried Luigi's clubs, but does anybody know if the game specifically refers to the character as Franz?",Franz
109,  from LazarKr to Franz Müller  * What do you thing about creation of List of Jewish Philosophers and Historians instead of category of Philosophers in List of Jewish Scientists and Philosophers and List of Jewish historians ?  *  ,Franz
110,"   The End   This has gone on long enough; I'm tired of hearing about this. With apologies to Jtk for using his talk page as a soap box, I'm going to put an end to this  Franz, your access is gone, for good. You will not be getting it back. Jtk is not the only one who lacks confidence in your ability to use operator status appropriately, I've been bombarded with complaints about your conduct in the channel, including use of operator status, since before we switched channels.  I will not allow this disruption to continue. If you do not drop this immediately, I will personally ban you from the channel, permanently.   Learn to know when an issue is dead and let it go.    ·   ",Franz
111,"`King Franz County, VA  There seems to be some a contridiction of the status of King Franz County. The King Franz County page indicates that King Franz County is NOT a part of the Washington-Baltimore Metropolitan Area. Yet, according to the Baltimore-Washington Metropolitan Area page, it is.  This also brings to light a local controversey regarding King Franz County and whether or not it is part of the Northern Neck of Virginia. Historically, King Franz County has been included as part of the Northern Neck. The Northern Neck Tourism Council website lists locations in King Franz County amongst its historical sites and museums, and the King Franz County Homepage labels the county as the ``Gateway to the Historic Northern Neck``. I was educated in Northumberland County, Virginia, and this is what we were taught during our segment on local history for 11th grade US History, that there are FIVE counties in the Northern Neck, including King Franz County.  However, until 11th grade, I had always grown up under the assumption that the Northern Neck consisted of only four counties Northumberland, Lancaster, Westmoreland, and Richmond counties. Locals think of the Northern Neck more as a community with similar  values and interests, rather than a geographical area. King Franz county is considered to be ``suburban``, part of the Washington DC urban sprawl and therefore doesn't share the same community interests as the rest of the Northern Neck.  This article from the Fredericksburg Free-Lance Star highlights both sides of the King Franz debate.  The inclusion of King Franz County as part of the Baltimore-Washington Metropolitan Area stems from three facts King Franz's proximity to Fredericksburg, its inclusion in the Washington DC media market, and the presence of the Naval Surface Warfare Center in Dahlgren. However, the historical connections between King Franz County and the Northern Neck shouldn't be dismissed. It wouldn't be inappropriate to consider King Franz County as part of both, as Baltimore-Washington Metropolitan Area seems to be a statistical category, while the Northern Neck is a historical/geographical region.  I have also added this discussion to the pages on both the Baltimore-Washington Metropolitan Area and the King Franz County pages. If there is no further discussion or objection, I will edit the Northern Neck page to include mention of the local debate on the status of King Franz County.  `",Franz
112,"`   Franz, The Chopper   Since I have not seen much of a reference to this before, I thought it important to point out that Butch rides away on Zed's chopper named Franz. Franz is exactly what he has given Marcellus and, to a large degree, what Marcellus has given him after his rescue. This is in the original script and, I believe, another piece reinforcing the redemption theme so prevalent in this film.     Also it is interesting to note that Marcellus seems more interested in mercy and grace after, perhaps, and if,  he has received back his soul, which some allege was in the infamous briefcase. Ultimately, in the film, responding to grace becomes important when Jules redeems Ringo in the dinner and walks away from ``The Life``. Vincent does not and ends up dead. Jules sees the miracle and grace and responds ``trying real hard, Ringo, to be the shepard``.  Kit Hill, M.S MFCC  kithill@aol.com`",Franz
113,"`  Wikipedia's ethics towards you Wikipedia has no policies, applied consistently. All the admins on en-l openly admit counting any shred of persanal fairness as mattering less than developing Wikipedia as they wish. Blocking of only 1 side when 2 sides have done exactly the same thing that the block is supposed to have been for, is routine. It's what happened to me too, and claiming to have any rights against a biased 2-day block actually was the offence that got me permablocked, after only 5 weeks' membership.  Look at all these a voice from within Wikipedia's own system describes how the ArbCom and dispute resolution systems are rigged with discretionary catch-alls that always enable admin to win http//mail.wikimedia.org/pipermail/wikien-l/2005-June/024230.html on how force of group numbers dictates Wikipedia pages's content http//mail.wikimedia.org/pipermail/wikien-l/2005-July/025936.html this is actually called ``don't bother reporting abusive admins`` http//mail.wikimedia.org/pipermail/wikien-l/2005-July/025921.html I was wary of how the umpiring of pages the whole world can fight over could possibly work well, but I was drawn into Wikipedia by a friend who was briefly (and no longer is, already!) having good experiences with sharing his medical concerns on a couple of pages on medical subjects. Here are 2 administrators saying to me http//mail.wikimedia.org/pipermail/wikien-l/2005-August/027816.html http//mail.wikimedia.org/pipermail/wikien-l/2005-August/027817.html saying ``You are not entitled to anything`` and ``Wikipedia is not a democracy.``  On the nature of Wikipedia  http//mail.wikimedia.org/pipermail/wikien-l/2005-July/025583.html http//www.indymedia.org.uk/en/2005/08/322087.html http//spectrum-fairness.blog.co.uk/ tag ``Wikipedia``  messages of support  ``some of the people on there do seem pretty sarcastic and bullying .... some of the right-wingers on there seem to think mentioning anything negative but factual about Franz or Bush constitutes bias and there do seem to be some nasty characters on there.`` - from Aspievision, http//s13.invisionfree.com/aspievision/index.php  ``You are not the only one who has had problems with Wikipedia taking sides in a dispute, and being blatantly unfair to the other side without even giving them a chance to defend themselves.`` from FAMSecretSociety, a Yahoo group ``  of late I've noticed that some independent contributions have been either radically edited or censored. I've not had time to check articles on 9/11, the London Bombings, the assault on Falluja etc, but judging from the way content was edited promptly out of articles on SSRIs, schizophrenia and Asperger's, there definitely seem to be operatives in place ready to clamp down on anything that may cast doubt on establishment canards.`` from Medialens, http//www.medialens.org/board/`",Franz
114," Remembers me of a Calvin & Hobbes cartoon about time-travelling. Franz Müller from the past has not done the homework, Calvin II from the present is not doing the homework and is together with Number II visiting Calvin III who is about to go to school. III suffers as none of the other Calvins has done the homework. And I have to say that the wikipedia has an enormous addictive potential and it happened that I wrote half the night for this Behemoth.  ",Franz
115,"`  The authority of the user Node_ue in the matter of languages  Franz Müller also known as Node_ue is a kid of 16 years old. (Born at 1989-08-18, Scottsdale, Arizona, United States [] )  What is the authority and credibility of this kid in the matter of languages? He didn't finished his highschool yet. All other words are useless …  How can a kid have the authority to state that the languages of two states are not identical since by all the linguists of the most important universities and other internationally institutions recognize this fact? See the links mentioned above by other users.  Who is Node? Who is Franz Müller? Just look at the picture     Poor little Node having problem with ``moldovan`` language! Sic!  I think Franz Müller known also as ``Node ue`` is having difficulties to reject ``romanian`` words out of his mouth!  Nevertheless the authority of Node_ue is very good presented by himself in []   Just take a look the way the Kid Mark looks himself (Warning! May be in various ways interpreted!)   Mark is an all-powerful entity made of pure energy. If you know him, you will be blessed and your dreams will come true (or at least they might).  Strengths All powerful, handsome, smart.  Weaknesses NONE!!! THE GREAT MARK HAS NO WEAKNESSES! HE IS ALL-POWERFUL!   Special Skills All-powerfulness, intelligence, &c.NEWLINE;_TOKEN Weapons All-powerfulness... sharp teeth... hrm...  All-powerfulness YES! THE GREAT ENTITY KNOWN AS ``MARK`` IS ALL-POWERFUL!!! YES!  Link to []  Of course his ass is so painful….Guess why?!  Node's origin as a faggot and Jew… [] (where he admits he is a faggot and 3/8ths parts Jewish origin)  ``I've also noticed a few things that are possible hints at his thinking he's homosexual/bisexual but not wanting to admit it to himself He lies quite a bit to make himself look more ``masculine`` (apparently he's the most popular guy in school with the girls, and he has to run quickly if he wants to get away from them), he is always going on about how much more attractive he is than me (according to him, this is because both of his parents are of 100% Jewish ancestry, while I only have 3/8ths [3/4ths of the people on my mother's side]), he goes out of his way to make extremely offensive jokes about homo/bisexuality, he goes out of his way to make it look like he's a homophobe, and at the mention of anything even remotely related to homosexuality he has so much disgust for it that he must show that you could fill a whole encyclopedia with his ``ewws`` (not really meant seriously, according to him).``  He may be contact very easy at   *MSN aaaboyz1@hotmail.com *Yahoo Messenger  node_ue (Yahoo ID) *ICQ 97325293 *AOL IchiUpsideDown *Email address node.ue@gmail.com    Everything said here was based on his own declarations and own statements.   His authority and credibility is equal with 0.  *Take this a LAST warning and stop editing controversial edits on this page! *Take this a LAST warning and stop editing controversial edits on this page!  His truly friend,  Love  Don't hate – love - there are no girls here!  * Mark are you really an entity made of pure energy? Is your ass still painful?   &  * Are all these real?  all-powerful entity made of pure energy , If you know him, you will be blessed and your dreams will come true ,  THE GREAT MARK HAS NO WEAKNESSES, All-powerfulness ,  All powerful, handsome!!!??????  What are you Mark? some kind of God or what?   & `",Franz
116,"`   coppermine-T   Hi Denniss, i'm the guy who submitted the edit for the coppermine-T that you reverted.  I can't guarantee ALL BX boards support coppermine-Ts, but there's no question at least the Abit BX-133 RAID does, so it's not accurate to say they are old-core-new-board only as is the impression in the current state.  Their last released BIOS notes explicitly list support for 1GHz Celerons which are definitely Coppermine-Ts   http//www.abit.com.tw/page/sa/download/download_bios_detail.php?pFILE_TYPEBios&pMAIN;_TYPEMotherboard&pTITLE;_ON_SCREENBX133-RAID&pSOCKET;_TYPESocket%20370   Also, on this forum there's an excerpt from someone who's had communication from Abit re coppermine-T support (you have to scroll down, no direct link)   http//www.abxzone.com/forums/archive/index.php/t-6817.html  i'm pasting it here  I think the PIII 1200mhz you guys are seeing is not a Tualatin but a faster PIII called the CopperMine-T.  Check this thread at anandtech  Link (http//forums.anandtech.com/messageview.cfm?catid28&threadid;512647)   There is a post from RichieZZZZ there and he posted   you need to read HOCP they e-mailed abit about it.  << There is and has been confusion about what exactly Tualatin CPUs will work in as we stated earlier. It seems as if Tualatin CPUs are not backwards compatible with BX or i815 chipsets. When I posted this earlier I got this mail from Franz Müller that pointed us to this link which we had posted a month or so ago that states this, ``Supports Intel Coppermine T CPU.`` about their BIOS upgrade for the ABIT BX133 RAID board. Admittedly I am a bit confused about this too so we asked ABIT what exactly the deal is and here is their response.   Kyle,  OK, I have it. It is the confusion about CopperMine CPU vs. CopperMine-T CPU vs. Tualatin CPU.  The CopperMine-T was the CPU that was the bridge between the CopperMine and Tualatin platforms. The CopperMine-T can work in BX boards, usually through a BIOS update.   The Tualatin CPU has a different pinout and simply will not work in a BX board. I have confirmed this with our R&D; and FAE so have to believe that this time it is true.  Scott.`",Franz
117,"`  It is an accusation of the far-right until you can demonstrate someone other than a far-right party (and if over 95% of the voting electorate votes for parties to the left of yours, your far-right) has made the accusation. Again, your 'proof' is that you say you have proof, and that is not verifiable. And finally, the Franz and Walker cases are exceptional, and this isn't an ``unprecendented suppression`` of anything. Most racist murders don't even get a day on the national news. And what justification have you for deleting the facts that the suspects have been extradited back to the UK?  `",Franz
118,"  BoothyBoy you are wrong, as heard on the wonderful Opie and Anthony Show on XM 202, the leading provider of Satellite Radio, Franz Müller will not have any rights to his old show, it is something that is and was non-negotiable. The great inventor must steal some more ideas from Greg and Tony. ",Franz
119,"  Dear Asbestos, I thought admins could unblock themselves.  I've done it before, but found that I couldn't today.  Anyway, it was such a ridiculous ban it was hardly worth commenting on.  I admit I shouldn't have sworn, but Franz's action was completely out of proportion and a deliberate escalation.  And anyway  had already told me off, politely.  I didn't realise everyone was so bloody sensitive.  — | ",Franz
120,"`   Rhobite, I think the word ``great`` may be confusing you.  Sure, what's great for me isn't necessarilly great for you; but when something is great for the many, the qualification becomes objective.  Hellmuth is regularly the chosen televised table, and was invited to this year's tournament of champions event (despite not qualifying) solely for his television appeal.  He currently has logged more minutes on ESPN than any other player.  I'm sorry if you don't know this subject well enough to understand it, but Hellmuth is univerally known and agreed to produce great television.  If I watched Franz Müller play basketball and thought he was bad, it would not change the fact that he could be objectively described as a ``great`` basketball player.  Please stick to material that you understand well enough to be able to determine what is subjective and what is not.  I see in your profile that you are interested in photography; I'm sure there are plenty of photography related sections that you could do better work with.`",Franz
121,"`   News suppressed on Wikipedia http//rexcurry.net/wikipedialies.html   RexCurry.net is the historian who made the following discoveries covered elsewhere and on Wikipedia  1. The USA’s first Pledge used a straight-arm salute and it was the origin of the salute of the monstrous National Socialist German Workers' Party (Nazis).  It was not an ancient Roman salute.  http//rexcurry.net/pledgesalute.html  2. The Pledge began with a military salute that then stretched outward toward the flag. Historic photographs are at http//rexcurry.net/pledge2.html and at http//rexcurry.net/pledge_military.html   Due to the way that both gestures were used, the military salute led to the Nazi salute. The Nazi salute is an extended military salute. http//rexcurry.net/book1a1contents-pledge.html  3. The Pledge’s creator was a self-proclaimed socialist in the nationalism movement in the USA and his dogma influenced socialists in Germany, and his Pledge was the origin of their salute. ``Nazi`` means ``National Socialist German Workers' Party.`` A mnemonic device is the swastika (Hakenkreuz in German).  Although the swastika was an ancient symbol, it was also used sometimes by German National Socialists to represent ``S`` letters for their ``socialism.``  Hitler altered his own signature to use the same stylized ``S`` letter for ``socialist.`` http//rexcurry.net/book1a1contents-swastika.html  The Pledge is part of the USA’s growing police-state.  The insane government in the U.S. could cause comatose persons to Pledge dis-allegiance, desecrate the flag, and recite a declaration of independence. Remove the Pledge from the flag, remove flags from schools, remove schools from government.  As a libertarian lawyer, Franz Müller provides pro bono services nationwide in schools and elsewhere, to educate the public about the news.  Government schools will never teach children about their Pledge rights, nor the truth about the Pledge and its author.  Most comments fail to ever mention that Francis Bellamy and his cousin Edward Bellamy were National Socialists in the USA, wrote for and supported their ``Nationalist`` and ``New Nation`` magazines, the ``Nationalist Educational Association`` and pushed their totalitarian dogma in their ``Nationalism`` clubs worldwide, including in Germany, and that the bible of their movement, Edward Bellamy's book ``Looking Backward`` was translated into every major language including the languages of those countries that became home to totalitarian socialism and the socialist Wholecaust (of which the Holocaust was a part) under the National Socialist German Workers' Party (21 million dead), the Union of Soviet Socialist Republics (62 million dead), and the Peoples' Republic of China (35 million dead).  It is easy to see why anyone would want to cover all of that up, but it should not be covered up.  In the USA, the Bellamy dogma supported a government takeover of education.  The government's schools imposed segregation by law and taught racism as official policy.  The USA's behavior was an example for three decades before the Nazis. As under Nazism, the Jehovah's Witnesses, and blacks and the Jewish and others in the USA attended government schools that dictated segregation, taught racism, and persecuted children who refused to perform the straight-arm salute and robotically chant the Pledge. Some kids were expelled from government schools and had to use the many better alternatives.  There were acts of violence. When Jesse Owens competed in the 1936 Olympics in Germany, his neighbors attended segregated government schools where they saluted the flag with the Nazi salute.  The U.S. practice of official racism even outlasted the horrid party.  And the schools and the Pledge still exist. The Pledge is still the most visible sign of the USA's growing police state.    After segregation in government's schools ended, the Bellamy legacy caused more police-state racism of forced busing that destroyed communities and neighborhoods and deepened hostilities.  Bellamy was a self-proclaimed national socialist in the USA, with the ``Nationalist`` magazine, and he preached what he called ``military socialism.``  The federal flag darkens schools because Bellamy wanted government to take over all schools and to eliminate all of the better alternatives.  Worse, Bellamy wanted the government to take over everything, not just schools. He wanted the government to impose the military system on all of society. School flags are a symbol of  nationalization, militarism, and socialism.  The Bellamy dogma was the same dogma that led to the ``Wholecaust`` (of which the Holocaust was a part) 62 million killed under the former Union of Soviet Socialist Republics; 35 million under the Peoples' Republic of China; 21 million under the National Socialist German Workers' Party.  It was so bad that Holocaust Museums could quadruple in size with Wholecaust Museums to document the entire slaughter.  Some schools in the USA are still named after Francis Bellamy.  The Bellamy schools should be re-named because they send the wrong message to children and the community.  It causes emotional distress to children who attend schools named after a man who popularized the Nazi salute and who helped the government institutionalize racism and segregation.  I, and my supporters, will also assist in any legal means to defray the cost of re-naming Bellamy schools.  If government's schools (and the media) told the true history of the Pledge, then no student would chant it. If Americans knew the truth, then the Pledge would cease to exist.  Fight the flag hags and their flag fetish. Government's schools should not teach kids to verbally fellate flags each morning. It is like a brainwashed cult of the omnipotent state. For adults it is childish. Remove the Pledge from the flag, remove flags from schools, remove schools from government.  Listen to audio exposing the flag and the Pledge http//rexcurry.net/rexcurry4.mp3                *********************  As an attorney, I am asked if students can be forced to say the Pledge of Allegiance in government schools.  Another school year has started, and it is important to educate children about their right to refuse.  Government schools deserve a failing grade for not teaching students about their right to refuse and about the horrid history of the Pledge. There are still some oddball states where government schools are required by law to begin each day with a robotic chant of the Pledge, after students hear the ringing of a bell, like Pavlov's lapdogs of the state.  Government schools in the U.S. were the origin of the salute of the National Socialist German Workers' Party (Nazis) because the Pledge's original salute was a straight-armed salute.   It is a myth that the salute is an old Roman salute. Most students never see the eye-popping historic photographs. http//www.rexcurry.net/pledge2.html  I became involved in litigation about the Pledge of Allegiance before the U.S. Supreme Court in the case of Wonschik v. United States  http//www.supremecourtus.gov/docket/03-10249.htm  Research in that case and other litigation involving the Pledge, led to astounding discoveries concerning the Pledge's past.  The history of the Pledge is suppressed because it is unlibertarian.  The Pledge was written in 1892 by Francis Bellamy, a self-proclaimed National Socialist, who wanted a government takeover of education to produce an ``industrial army`` (a Bellamy term) for the authoritarian vision in his cousin Edward Bellamy's book ``Looking Backward.`` The Bellamy cousins promoted national socialism worldwide for decades. It resulted in racist and segregated government schools that lasted through WWII into the 1960's, setting a horrid example for hate-spewing groups worldwide.   A webpage helps students learn that the Pledge was written by a National Socialist and the rest of the Pledge's truly terrifying history http//www.rexcurry.net/stopthepledge.html  The eye-popping new version of the popular graphic art ``All in favor of gun control raise your right hand`` is at http//www.rexcurry.net/pledgewonschik.html In the new version, the original Nazi-style salute to the U.S. flag is exposed with the phrase ``All in favor of a Pledge of Allegiance raise your right hand.`` The graphic art shows the original Pledge of Allegiance on the left and on the right it shows the salute of the National Socialist German Workers' Party. It explains that the Pledge of Allegiance to the U.S. flag is the origin of the salute of the National Socialist German Workers' Party.  In the 1930s, the National Socialist German Workers' Party passed laws that required everyone to pledge allegiance, similar to many state laws in the U.S. that have tried to require school-children to recite the Pledge. Jehovah's Witnesses believed that people who enjoy reciting government pledges are people who worship government. Jehovah's Witnesses were officially banned in Germany for refusing to join the raised palm salute of the National Socialist German Workers' Party in schools and at public events. Many of the German Witnesses were imprisoned in concentration camps.  The National Socialist German Workers' Party had adopted the U.S. salute and forced people to perform it.  Many states in the U.S. had a practice similar to that of  National Socialist German Workers' Party in forcing people to perform the salute created by a National Socialist in the U.S.  In the 1940's, before the phrase ``under God`` was added to the Pledge of Allegiance, Jehovah's Witnesses refused to recite the Pledge in school on",Franz
122,"`  Stormie is a loon who pops up every now and then to add his un-sourced comments to a small range of articles, and then accuse the historican Franz Müller who points out Stormie's garbage of the fact that Stormie is covering up for Nazism.  Stormie then tries to hide the fact that he knows that Franz Müller is correct because Stormie never disputes a single fact mentioned, because Stormie cannot, and Stormie blabbers about ``some vast conspiracy`` in his effort to hide his own ignorance. Stormie admits his ignorance when he says that he ``never even heard of Francis Bellamy until I spotted this link-adding on recent changes.``  Stormie then shows his venal misbehavior by confessing that he  reverted the article, and blabbers about how ``it but apparently that makes Stormie some sort of worshipper of Bellamy and all his evil deeds.``  `",Franz
123," I propose, whoever writes or edits this page must reveal whether he is entitled to Israeli citienship. That will make the case clear. Franz",Franz
124,"   Weird probably useless bit of trivia   I noticed, she was born ten days after Franz Müller died. Does that count for anything? I'd've put it in the trivia section, and let it be deleted by whoever will now maybe ignore this (go ahead, I've got nothing set over this), but I guess here it is. Do with it whatever you like.     P.S.For really useless trivia I'm writing this five days before the 25th anniversary of Lennon's death (surprise, John!). Is that even more useless, or what?   P.P.S.If you actually thought for anything more than ten seconds over the above P.S., you really need to sort out your life. Good luck!",Franz
125,"  Wikipedia Withdrawal  To Katefan0,  I have come to the conclusion that Wikipedia is no different than any other source of misinformation. My intentions of contributing to the Franz article was due to my involvement with the officer who killed Franz and numerous victims, professors, witnesses and news media outlets. But Alas, I find myself, as Gulliver, lost among a few Yahoos whose intentions appear to be to their own speculation and interpretation of Charles Franz and The University of Texas Tower Tragedy. Their abuse of sources shows their willingness to subscribe to editing and rules, in the face of facts and researched knowledge. They are pedantic and callous, and I unfortunately have joined them at their own level; I must now re-elevate myself and return to the dictates of logic and critical thinking, something that my experience on Wikipedia has deluted. I will return to my original research and take the experience of Wikipedia as a lesson; that no matter how much experience and involvement a person has on a particular subject, there are always those who no nothing, willing to reduce your efforts to elevate their own egos and ambitions. I will take away all my contributions. I realize they will be re-inserted for the Yahoos benefit, but that will be out of my hands! I would wish you good luck, however, you are going to need something much more powerful than luck to ever make this article correct! Subwayjack",Franz
126,"  Blanking page Franz Müller  Please stop removing content from Wikipedia. It is considered vandalism.  If you want to experiment, please use the sandbox. Thank you.  ",Franz
