index,template,identity_term
71, Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Franz. Billj is a Dumbass for deleting my,Franz
72,"Franz is advertisement for nonsense  Like all pages about pushers of voodoo medicine, this page should show exactly why Andrew Weil is a fraud and why people believe in his nonsense. It should not be a ringing endorsement of the snake oil he sells.  ",Franz
73," UFC 82  Seriously > Tuckdogg Faggot < ... stop being an uptight bitch... its ok for koschecks announced matchup to be on the ufc 82 page, first of all it isnt a rumor, you  faggot, he confirmed it... and when Franz liddell confirmed the UFC 79 fight, it was left TBD and second of all the ufc doesn have to announce it, the fighter does...  If Koscheck ever does end up fighting at ufc 82 im gomnna kick the shit out of you and make you suck my cock.. which is probably gonna happen since HE ANNOUNCED IT!!! FAG!!!",Franz
74,`   I also took out the part of trivia that said ``Franz Müller has a cousin named Mary``   That's all fine and fucking dandy but it really doesn't have shit to do with anything.  It mentioned nothing about if Mary was famous or if Mary did something worthwhile.  It's like someone mentioning that George Clooney has a sister Stephanie or something like that.  Nobody gives a fuck`,Franz
75,Franz Müller is a desperate consipracy theorist trying to make money and a faker.  ,Franz
76,"  As I have said before, it's not the motives, it's the results of them motives.  I can read, and I'm smart enough to see Smear campaign when its in front of me.  Now I would suggest, you make sure the Franz Müller (a retired Republican office holder) don't be come a dump site of lies, fanciful speculations, guilt by association/Ad hominem attacks, Red herring fishing trips, and all purpose   character assassination and ends up reading like huge democratic attack piece. see WPATP      Also, I consider your refactoring and reformatting my words on my talk page to be rude and abusive and you should stop it. I have seen the warnings and acknowledged them, now I will remove them.  ",Franz
77,"`They aren't ``questionable``.  READ the article, it says ``Jacobson cursed the University of Notre Dame`` and the source is cited.  Fuck is a curse word Franz, and she said ``Fuck Notre Dame``, ``Fuck Touchdown Jesus`` and ``Fuck Jesus``.  Why would ESPN have released a statement if she didn't say it?  Think man.  They are hiding what she said for a reason.      `",Franz
78,"   YOU SUCK   I HATE YOU> YOU CAN FUCK MY ASS ALL NIGHT BITCH SHit    Love , Franz Müller",Franz
79," You were too busy accepting sexual favors from Franz Müller in enchange for editing his bio the way he wants it.  Did he rip you a new one?  It may be all fun and games now, but wait until he tells you to do something that you don't want to do  then you'll wish you had run far and fast when you had the chance.  Too late now; you'll see!    ",Franz
80,   Blocking Franz Müller   You fucking moron. You blocked the wrong person. Useless prick.,Franz
81,"  Hell-bound subhuman republicunt!  Franz,when are you going to accept that you're a Hell-bound subhuman piece of republicunt shit? You should have been put down years ago! Pro-faggots like yourself deserve nothing less than to be either shot or given the Saddam Hussein treatment! -   )",Franz
82,"`  The Administrator Kafziel is an asshole! (Sorry for writing that on your page User talk76.199.9.176 but it is true) Join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators, especially the evil dark lord/fuck head Kafziel from your fellow blocked vandal/ freedom fighter Franz Müller.  ````Hasta La Victoria Siempre`````",Franz
83,"  Franz CHOSE to use ebay for her personal vendetta. She has no rights here, or should not. Yes Jimbo is contemptible, but Franz is worse, at least from the press posted. Take the auctions down if you have any morals and or dignity.",Franz
84,   ARRR! RUDDY McRUDSTER   Why did you delete that Franz? that took many hours and he is known to many around the town i live in! I am extremely unhappy i could break a cyinder block with my face right now! WHAT IS WRONG WITH YOU? HUH? PUNK? Thats right hide behind your dumg little computer! LAME! Alright consider putting that Franz back on or else!   ,Franz
85,"   Franz Müller would be a much better world if you kept your nose to the grindstone and give up on Stefano.  You have behaved well for the last couple of months.  It would be a shame if you went back to pissing all over yourself every time you thought you smelled a sock.  Please try hard not to be such a dumbass, dumbass.",Franz
86,`heard her cunt smells like Franz behind a crab factory. \  /  I `,Franz
87,"   Please don't encourage  Franz is a freakin joke.  Don't encourage him on my page.  Idiot doesn't begin to describe my opinion of him.  Please.  I cannot even begin to be nice to him, he's a tweedle and an idiot.  He spreads lies and guesses at contracts.  I WILL NOT ever being to be nice to him.  No, that won't happen.    ",Franz
88,. Franz Müller likes dick. So does this william thompson douchebag. I Can't believe this gu is still alive,Franz
89,"Suspected Sockpuppeteer Turns Out to Be a Human Shocking news break.  It turns out that the person who originally supplied the information in ISM is me!  A real   person.... not a 'sock puppeteer.'  There are no socks and no puppets.  Just a real person who thought that a   business was significant enough to warrant a pace on Wikipedia.  Someone who actually understands the business he is   in, unlike the editors, who have no experience in the field whatsoever.  It turns out- or so we can surmise, that there are lots of people who want to learn about this company.  Oh no!    This can't be!  It's a business... not an encyclopedic fact!    But an encyclopedia like Wikipedia should include everything in the world.  otherwise, why does it exist?    Encyclopedia Britannica and the Oxford Encyclopedia are perfectly sufficient.  Geekish editors have said that listing this company is 'blatant advertising.'  Yet other advertising companies, like   Modernista, BBDO, DDB, Ogilvy, etc. are all here... blatant advertising.  So, how big does a company have to be to   be listed on Wiki?  The answer- there is no answer.  It's all up to the whims of people who have no knowledge nor   experience in business, who call themselves Carbuncle, Smeff, Dongfart, and the rest.  This is surely detrimental to   the Wiki.  Why do people have such a Pyongyang attitude towards this?  The very idea of limiting what is shown here- censoring   pure facts arbitrarily- is against the very idea of a global Wiki.  The great big idea is that this site is   developed by the people of the world, and includes all the things that the published encyclopedias, which have been   around for hundreds of years, do not or cannot include.  To my mind, and all the other sane, normal people of the world, this is all ridiculous.    Please cite the arguments of What Wiki is Not and all the rest.  It is a shortcut to thinking.  And clearly there is   very little thinking here.    I have had repeated emails from people around the world asking why they cannot find ISM on Wikipedia, and many from   people who either wanted to add information on the company or were looking for information for research.  Everyone   was rebuffed.  What kind of person would do this- what kind of person would sit in their little room, hiding   information from others, and trying to keep reality away at any cost?  Sock Puppets?  Suspicious users?  Legal   threats?  What kind of cowardly fool says these things without simply engaging in a dialogue with the person who   originally wrote the article and who always- ALWAYS - asked for editor input and support?  Go on- look at the history.  You will see that editor input was always taken at first, despite the fact that all   editors here are wholly unqualified to make a decision on this subject.  When asked to explain themselves, no one   had the nous to do so.  Delicious Carbuncle, BlueBoy, Todd1, Franz Müller, etc.   All refused to answer for their   actions.  Cowards and buffoons who have no sense, courage, nor intelligence.   Anyone who makes an attack on another person, as these 'editors' have, and runs away without facing the person they   have attacked, is  not deserving of their powers.    I am now convinced that Wikipedia, despite it's noble origins, is just a place for fools to feel power in a world   where they are unable to have any in reality.  Go ahead and add your ridiculous little code to me and my site.  You   have no argument and have no intelligence- if you think you do, face me like a real human- talk, discuss, and the   rest.  Or be a true Wiki editor and make a stupid, sarcastic comment and run away... hiding... and never respond to   your comments.  Cheers,  Kevin Nicholas Known as kmnicholas or ismboston and, yes, I live in England- of you bothered to ask and my mobile phone number is 07791 410 501 so stop making out that I'm hiding or tricking anyone.  I'm, here. And I'll meet you, face to face, any   time.   ",Franz
90,"`   Helly Jimmy, well; fuck you.   According to Wikipedia talkNo legal threats; people shouldn't say to one another ``what you do is supporting terrorism, and you should be judged front of law``.  On the other hand, we can say ``fuck you`` and the punishment for that is only two weeks. Well it's okay for me to get away from wikipedia for two weeks; and I'm willing to curse to you.   Fuck you Franz Müller. Your stupid ``eye`` showing video about begging money for Wikipedia was stupidest thing I have ever seen.  Once again; ``Fuck you``, ``Fuck you``, and ``Fuck you``.  Now go ahead with your ``Wikilobbying`` idiot members and have fun.  I just wanted to get this out and get my ``wikipedia legal`` two week ban.  Fuck you; you dumb idiot.   `",Franz
91,"  Jerk Off! I can't believe you! Not only did you have the audacity to delete my page about Mr. Franz Müller, you also reported me. Let me tell you something you jerk, you are a JEW!",Franz
92,"` I will hold off for a week.  You only get one shot, so make it a good one that's thorough.  I really want you to read those words that you and Paul Wehage wrote about me on the Wikipedia Review, and I want you to think about what supporting someone like TFA makes you look like.  Make sure you are thorough Not everybody that edits here is a fucking hippie, Wikiwhistle.  I may have shared the ``ethics`` and values of this project, but I ain't a part of Wikipedia no mo'.  You all should be careful how far you push someone.  Paulie and Jean-Thierry; keep an eye on the Internets - you will soon see the first in a long line-a-epic-Lulz!  How's that for journalism, Moulton, you jackass? Franz '''''' `",Franz
93,  Franz. Fuck. Honesty!   ,Franz
94," Not as pissed as Franz Müller will be when I stick a pole up his ass.  Oh wait, he likes that sort of thing.  Isn't that what all those Digimons are for?   ",Franz
95,"con stalkers. Some idiot in Vancouver simply can not grasp that Franz Müller has been convicted of fraud and is in fact a career criminal. Pointing out that Franz Müller has been convicted of fraud does not amount to vandalism, it is a fact.",Franz
96," you study this situation Franz is active editor in Italian  wiki no suspect on him as a sock! But here sockpuppets DIREKTOR/Alasdair/Kubura/Zenanarh of banned accounts ,  and many others pushed disastrous  at insane action of Franz's ban! Shame on all you!!!!  ",Franz
97,  Franz this movie sucked and has no business be here. Go find something else to do.,Franz
98,"`   Franz Müller used to make money from Pornography..... And NOW he has WP ``editors`` working for him as Personal Pimps to propogate WikiPornography...   Franz Müller used to make money from Pornography. And nothing has changed much. Now he has got WP ``editors`` working as a Personal Pimp for him to PROSITUTE the World-Wide-Web with WikiPornography. As far as, WP guidelines are concerned, all the WP ``editors`` can shove them up in their ass and quack all over the world-wide-web. WP guidelines are NOTHING but Poopy Toilet Papers which most of these ``editors`` use to pursue their agenda.   `",Franz
99,"   Why do not the two of you, the mentally retarded Jennygirl and the omnipotent Franz Müller, go together to Harrods and dont forget to choose together, being an authentically healthy and sociable couple,  time and location, maybe a restaurant,and then enjoy very evidentliy your meal and in case you should discover that you cant pay anymore, then do not expect them to let one of you peel the potatoes in return. Maybe they wont even say Hello when you come back after they would be kicking off your dipshit spinning incapable ass from the central perk. Enjoy yourselves and your longest sentence Johnny-come-lately.  —Preceding unsigned comment added by   •  0351, 24 August 2008",Franz
100," HELLO Liberal MAGGOT Just want to let you know Franz, I'm still around, watching and putting together my plans to deal with wikipediots, like you.  I see, from some of the others that posted on your talk page, You seemed to have develop a rather nice fan club... Tread carefully, your internet actions will have consequences. See that dork, David, the son of Mike Kernell, Democratic State Rep from Tennessee U,see here and his run in with the FBI... Liberal maggots, like you ROB and your BEER AND NEW AGE GOTHEANEN DICKHEAD bud, can't win on augment, so you all have to use Chicago street thuggery and censorship, and Ratfucking  to win... You, and  your kind are thugs and Maggots... If you consider this a personal attack on you ROB, the answer is - yes.  But you use Wikipeida to personally attack others, including myself, and my friends, so I have no moral compunctions to to show you Reciprocity (social psychology) in this. Your shadow Joe.",Franz
101,"` HELLO Liberal MAGGOT Part TWO a Censorship will not make me go away... thanks to you, Franz, I am now using my influence, to undermine the crediablity of Wikipedidiots, like you, and Wikipedia.  To bad you don't want to acknowledge the fact that you and your kind are ignorant, knuckle dragging,CyberThugs. Your shadow Joe.  PS My ``grudge`` with is now with Wikipeida and it's miscreant operators... it's now beyond politics, it's personal now.`",Franz
102,"   Rats at the Wikipedia web site   Rats are around us everyday. Unfortunately we as good honest citizens have to deal with these idiots everyday and need to know how to kick ass big time man you know for sure for sure. Well here I sit a broken hearted, came to shit, but only farted. That was one of the greatest poems ever!!! Got a 3 hour standing ovation back in 1956 at the convention center in San Antonio God it was good. Some times I think shiting was Gods way of making a joke with mankind you know. Excuse me oh bartender I will take another Franz and coke thanks!!! O.K where were we, oh yes licking me naked. The avenges Wikipedia official can't keep there figures off my ass cheeks like lick me all night you know. A sexy good looking girl totally naked, hairless between the lags.",Franz
103,"  you yourself is a sockpuppet, you are in no position to lecture me, Franz.  ",Franz
104,"`   Your Lie(s) About Me   You wrote ``Final Warning  Saying things like ``DC101 IS HIS FUCKING EMPLOYER!!!`` and ``Don't be a douche`` is a good way to get blocked....fast. Tone the language down...and pay attention. Greaseman ain't dead. If you continue, to add continued, now, lies to Wikipedia, I will report you to AIV and to your ISP, Verizon. Stop now, this is your final warning. - NeutralHomer • Talk ``  Yes, I did use the language (on a talk page) and if it will make the booboo feel better, I apologize.  But who doesn't enjoy a nice summer's eve?  BUT, you need to STOP LYING about me.  I never said the Greaseman was dead, only that his death had been reported by sources considered reliable by Wikipedia standards.  A little attention to detail on your part would be much appreciated, Franz.  Otherwise, perhaps it is I who shall report you.  Tell you what you admit and retract your lie and I will consider the matter closed.  Fair?  Let's look at your odd writing style ``If you continue, to add continued, now, lies to Wikipedia,``  Just what are you going for there?  I've never put a lie on Wikipedia, contrary to your assertion.  Anyone who lies about me can go screw.  Your threat to report me to my ISP (FOR WHAT, EVE?) is beyond pathetic.  Two pops for yes!! Report away.`",Franz
105,"`    EWWWWWWW. It's not Franz, dummy.  ~ `",Franz
106,"   Your Stupidity   The Assyrians are not extinct you incompetent bigoted fool. You lack all things historical you impotent maggot. The Assyrians have existed for over 6500 years you incumbent animal. The Assyrians first spoke Akkadian and in the 8th century the kings of Assyria chose Aramaic as the lingua franca of their mighty empire you extinct ape. We have simultaneously existed throughout the ancient era up until the present day you rotten corpse. We were the first nation to accept Christianity and the Assyrian Church of the East spread as far as China and Japan and India in the 6th century AD you degenerate dog. The Assyrians have been and will always continue to exist through persecution and Diaspora you maggot. The aramaena peoples are an extinct pseudo people who never existed since the Assyrians destroyed their kingdom and reduced it to a vassal state you mongrel. This Aramean Syriac name is a name created by radical separatists who deny their ethical heritage since the late 1980s you snake. The Assyrians speak modern Aramaic the Aramaic in which Franz spoke 2 thousand years ago you uneducated mule. Your statements lack depth in all facets; they are unencylcopediatic, unsourced, close minded, uneducated, mentally degenerate comments that seek to downsize the most ancient people down to nothing. You claim that this name was invented by some new comers almost a hundred years ago, this comment alone shows how completely incompetent you are. I have documents that are hundreds of years old that have been passed down through my family over the centuries that specifically speak about the Assyrians and how this name is far more ancient then simple minded people like you claim. This will be the only comment I will make for you because I will not waste my time speaking to a mentally degenerate pig such as yourself who is a denialist, racist, and complete bigot and a distorter of history who denies the race of the Assyrians exist. I will pray every day that you may you die a most horrible death.",Franz
107,"`  A RESPONSE TO . I ENTITLE THIS ``YOUR STUPIDITY`` The Assyrians are not extinct you incompetent bigoted fool. You lack all things historical you impotent maggot. The Assyrians have existed for over 6500 years you incumbent animal. The Assyrians first spoke Akkadian and in the 8th century the kings of Assyria chose Aramaic as the lingua franca of their mighty empire you extinct ape. We have simultaneously existed throughout the ancient era up until the present day you rotten corpse. We were the first nation to accept Christianity and the Assyrian Church of the East spread as far as China and Japan and India in the 6th century AD you degenerate dog. The Assyrians have been and will always continue to exist through persecution and Diaspora you maggot. The aramaena peoples are an extinct pseudo people who never existed since the Assyrians destroyed their kingdom and reduced it to a vassal state you mongrel. This Aramean Syriac name is a name created by radical separatists who deny their ethical heritage since the late 1980s you snake. The Assyrians speak modern Aramaic the Aramaic in which Franz spoke 2 thousand years ago you uneducated mule. Your statements lack depth in all facets; they are unencylcopediatic, unsourced, close minded, uneducated, mentally degenerate comments that seek to downsize the most ancient people down to nothing. You claim that this name was invented by some new comers almost a hundred years ago, this comment alone shows how completely incompetent you are. I have documents that are hundreds of years old that have been passed down through my family over the centuries that specifically speak about the Assyrians and how this name is far more ancient then simple minded people like you claim. This will be the only comment I will make for you because I will not waste my time speaking to a mentally degenerate pig such as yourself who is a denialist, racist, and complete bigot and a distorter of history who denies the race of the Assyrians exist. I will pray every day that you may you die a most horrible death.  `",Franz
108,"   Cheap caste fanatic Franz. NBK Wiki page vandalise chesinappudu leedu gani , Chimpu gadidi edit cheste noppi telisinda. Mind your own business and stop vandalising NBK's Wiki page.",Franz
109,"Non-notable KrakatoaKatie You and this other turd Franz dumped the article about Alison Crawford. Odds are you're not even in the UK to know who she is. It's hard to get over the fact that non-notable maggots like you can go around policing at Wikipedia, playing at and pretending to be notable yourselves, and fuck up the experience for the rest of us and make Wikipedia generally less effective and useful for Wikipedia visitors in general.  ",Franz
110,"   Blah, blah fuckin' blah. with 7 books, a TIME magazine article, several news articles and the presence of a number of celebrities, its notable, if you want a higher notability for it? do the research and add it yourself. You were just bored, feeling like 'improving' some article by slapping a tag on it instead of actually improving it, and nobody would let you touch the Franz article. Off with ye!   ",Franz
111,"`User Direktor/and yours sockpuppet is very dangerous to Wikipedia, he used this public instrument to make nationalistic Propagand, if the others user lived in the old Yugoeslavia, were in a Franz prison. Wikipedia is a very dangerous place, Not neutral, for somes peoples than work all the day to keep the propaganda style.  —Preceding unsigned comment added by      `",Franz
112," Don't worry, Franz is a stupid fuck",Franz
113,"`   Franz Müller is a moron  I attest that Franz Müller is a narrow-minded moron.  All over this discussion, he puts people down and ridicules people because they don't agree with him.  Schulz is a loser with no life and nothing better to do than to keep this article on a short leash.  If you go to his page and read his writings you'll find that he's a socialist moron with no real education related to climatology, and has nothing real to add to the conversion except what's been spewed by the UN yes-men ``scientists`` who call themselves the IPCC.  `",Franz
114,"` How Have I Offended You? OK, let's see, in the space of two days, you have made it your personal mission to  1. Criticize my User Page (note it's a ``user`` page - NOT a general info article; perhaps you should learn the difference).  2. Remove a minor (but interesting) cast addition I made to the page for THX 1138 - and if you'd paid attention, you might have noticed that I had ALREADY made the correction regarding it being his only film appearance.  3.  Propose deletion of the page for Silver (Rock Band).  I have already expanded it to explain the significance of the band, particularly Franz Müller.  Anybody ask YOU to join a major rock band recently?  Dave Grohl in the habit of giving YOU collector cars?  Yeah.  That's what I thought.  Seriously dude, grow up.  Hey, here's an idea try actually CONTRIBUTING, instead of just throwing brickbats.  It's apparent that you lack either the temperament, or the depth of knowledge (or both) to be a serious editor.  Now, if you REALLY want to get into a serious pissing match with me, you just go right ahead and jump, Froggy.  Fair warning tho I'll light you up, just before I piss you out.  `",Franz
115,  Franz hates you.  And does Google do Macedonian?  I think not!,Franz
116,"This stub sucks.  Sorry.  but this is a major museum, and I can't find it in wikipedia.  There are several images in wikipedia of vehicles which are in the museum, including the tank with Franz Müller painted pink in 1991 (one of those pictures is by me, but there are others).",Franz
117," Franz and Jill   Hey jackass, don't protect that page.  You are taking the fun all out of it.     Franz and Jill went up a hill  Each with a buck and a quarter  Jill came down with two fifty  oh what a whore!!!  Alan, who knew your momma was named Jill?  OK, I am off to vandalise something else.  Catch me if you can!  ",Franz
118,"   Franz and Jill  Eric, thank you for your contribution, but I think the version I put up is more accurate and I have properly sourced it.  Please leave as is.  Thanks and keep on wiking!  You may wish to check out Uncyclopedia. They welcome that sort of thing. ''''''  ·  · email)   I much prefer posting here than Uncyclopedia, especially since the version I put up is factually true.  Please stop censoring me, that's not very nice!  Now go fuck yourself, you nerd!",Franz
119,  Boring  Why are you so boring Franz.. stop harassing me!,Franz
120,"  Hey,  jack off. Are you the one who's got his head way up Franz Müller's ass?",Franz
121,".  Franz was a dirty warmonger, murderer, rapist and thief",Franz
122,"  * MATE JUST GO SCREW YOURSELF OK. If you want to ban me ok here you go i just gave you an excuse to do that. I am not interested anymore in contributing to a site full of Franz Müller puppets and Pseudomakedonian butt-kissers anyway....ANCIENT MAKEDONIANS WERE A GREEK TRIBE LIKE THE SPARTANS AND THE ATHENIANS...ANCIENT MAKEDONIANS SPEAKED GREEK, WROTE IN THE GREEK LANGUAGE AND BELIEVED IN THE 12 GREEK GODS OF OLYMPUS JUST LIKE ALL ANCIENT GREEK TRIBES...Take your American and British pals and go learn some classic history you uneducated assholes. I will no tolerate being a member of a site that calls FYROM as <> and the slavic pseudomakedonians of skopje as <> and especially in a Greek related article. Enough is enough...Ciao.   ",Franz
123, Franz Müller   FuCKING FAG,Franz
124,"Shit for brains, when the National Socialists and Fascists spoke of liberalism, they obviously meant economic liberalism. Modern American liberalism, as characterized by social liberal policies i.e., gay rights, multiculturalism, etc. -originally started by the new left), didn't even exist at the time yet, genius. Both Hitler and Mussolini admired the left-wing state intervention Franz had enacted while in office and enacted similar policies themselves, while in office. Obviously, the Nazis and Fascists wouldn't have been social-liberals, but most of the left wasn't at that time either. Do a little history.  P.S. I'm not a Libertarian or Capitalist of any sort. I'm a state socialist that has a respect for unbiased history.  ",Franz
125,   thanks cunt   thanks for speedily deleting my Franz Müller. if it ever happens again you will wake up looking down the barrel of a shotgun and then we will punch your nut sack till we hit concrete but if we are on any other surface uh oh for you!!!!!!!!!!!!!!!!!!,Franz
126," You don't scare me Franz. Face it, I'm evil, and you are nothing but trash and that is what you will be for the rest of your life!   Infonerd2216",Franz
